research_no,id,hotel_name,jalan_url,verification_status,verification_note
222,stage-074-3,ベッセルイン上野入谷駅前,https://www.jalan.net/yad316610/,verified,hotel name matches Jalan page; location context consistent
223,stage-075-1,ホテルJALシティ関内 横浜,https://www.jalan.net/yad362892/,verified,hotel name matches Jalan page; location context consistent
224,stage-075-2,コンフォートホテル横浜関内,https://www.jalan.net/yad332780/,verified,hotel name matches Jalan page; location context consistent
225,stage-075-3,ダイワロイネットホテル横浜公園,https://www.jalan.net/yad385556/,verified,hotel name matches Jalan page; location context consistent
226,stage-076-1,ホテルJALシティ関内 横浜,https://www.jalan.net/yad362892/,verified,hotel name matches Jalan page; location context consistent
227,stage-076-2,コンフォートホテル横浜関内,https://www.jalan.net/yad332780/,verified,hotel name matches Jalan page; location context consistent
228,stage-076-3,ダイワロイネットホテル横浜公園,https://www.jalan.net/yad385556/,verified,hotel name matches Jalan page; location context consistent
229,stage-077-1,横浜桜木町ワシントンホテル,https://www.jalan.net/yad322644/,verified,hotel name matches Jalan page; location context consistent
230,stage-077-2,ニューオータニイン横浜プレミアム,https://www.jalan.net/yad362198/,verified,hotel name matches Jalan page; location context consistent
231,stage-077-3,相鉄フレッサイン 横浜桜木町,https://www.jalan.net/yad369618/,verified,hotel name matches Jalan page; location context consistent
232,stage-078-1,横浜桜木町ワシントンホテル,https://www.jalan.net/yad322644/,verified,hotel name matches Jalan page; location context consistent
233,stage-078-2,ニューオータニイン横浜プレミアム,https://www.jalan.net/yad362198/,verified,hotel name matches Jalan page; location context consistent
234,stage-078-3,相鉄フレッサイン 横浜桜木町,https://www.jalan.net/yad369618/,verified,hotel name matches Jalan page; location context consistent
235,stage-079-1,横浜桜木町ワシントンホテル,https://www.jalan.net/yad322644/,verified,hotel name matches Jalan page; location context consistent
236,stage-079-2,ニューオータニイン横浜プレミアム,https://www.jalan.net/yad362198/,verified,hotel name matches Jalan page; location context consistent
237,stage-079-3,相鉄フレッサイン 横浜桜木町,https://www.jalan.net/yad369618/,verified,hotel name matches Jalan page; location context consistent
238,stage-080-1,ホテルJALシティ関内 横浜,https://www.jalan.net/yad362892/,verified,hotel name matches Jalan page; location context consistent
239,stage-080-2,コンフォートホテル横浜関内,https://www.jalan.net/yad332780/,verified,hotel name matches Jalan page; location context consistent
240,stage-080-3,ダイワロイネットホテル横浜公園,https://www.jalan.net/yad385556/,verified,hotel name matches Jalan page; location context consistent
241,stage-081-1,ホテルJALシティ関内 横浜,https://www.jalan.net/yad362892/,verified,hotel name matches Jalan page; location context consistent
242,stage-081-2,コンフォートホテル横浜関内,https://www.jalan.net/yad332780/,verified,hotel name matches Jalan page; location context consistent
243,stage-081-3,ダイワロイネットホテル横浜公園,https://www.jalan.net/yad385556/,verified,hotel name matches Jalan page; location context consistent
244,stage-082-1,ホテルJALシティ関内 横浜,https://www.jalan.net/yad362892/,verified,hotel name matches Jalan page; location context consistent
245,stage-082-2,コンフォートホテル横浜関内,https://www.jalan.net/yad332780/,verified,hotel name matches Jalan page; location context consistent
246,stage-082-3,ダイワロイネットホテル横浜公園,https://www.jalan.net/yad385556/,verified,hotel name matches Jalan page; location context consistent
247,stage-083-1,横浜桜木町ワシントンホテル,https://www.jalan.net/yad322644/,verified,hotel name matches Jalan page; location context consistent
248,stage-083-2,ニューオータニイン横浜プレミアム,https://www.jalan.net/yad362198/,verified,hotel name matches Jalan page; location context consistent
249,stage-083-3,相鉄フレッサイン 横浜桜木町,https://www.jalan.net/yad369618/,verified,hotel name matches Jalan page; location context consistent
250,stage-084-1,横浜桜木町ワシントンホテル,https://www.jalan.net/yad322644/,verified,hotel name matches Jalan page; location context consistent
251,stage-084-2,ニューオータニイン横浜プレミアム,https://www.jalan.net/yad362198/,verified,hotel name matches Jalan page; location context consistent
252,stage-084-3,相鉄フレッサイン 横浜桜木町,https://www.jalan.net/yad369618/,verified,hotel name matches Jalan page; location context consistent
253,stage-085-1,メルキュール横須賀,https://www.jalan.net/yad364572/,verified_fuzzy,hotel name is a fuzzy/renamed match; location context consistent
254,stage-085-2,ホテルニューヨコスカ,https://www.jalan.net/yad325291/,verified,hotel name matches Jalan page; location context consistent
255,stage-085-3,セントラルホテル横須賀,https://www.jalan.net/yad308664/,verified,hotel name matches Jalan page; location context consistent
256,stage-086-1,メルキュール横須賀,https://www.jalan.net/yad364572/,verified_fuzzy,hotel name is a fuzzy/renamed match; location context consistent
257,stage-086-2,ホテルニューヨコスカ,https://www.jalan.net/yad325291/,verified,hotel name matches Jalan page; location context consistent
258,stage-086-3,セントラルホテル横須賀,https://www.jalan.net/yad308664/,verified,hotel name matches Jalan page; location context consistent
259,stage-087-1,川崎日航ホテル,https://www.jalan.net/yad322153/,verified,hotel name matches Jalan page; location context consistent
260,stage-087-2,JR東日本ホテルメッツ 川崎,https://www.jalan.net/yad319398/,verified,hotel name matches Jalan page; location context consistent
261,stage-087-3,相鉄フレッサイン 川崎駅東口,https://www.jalan.net/yad364516/,verified,hotel name matches Jalan page; location context consistent
262,stage-088-1,川崎日航ホテル,https://www.jalan.net/yad322153/,verified,hotel name matches Jalan page; location context consistent
263,stage-088-2,JR東日本ホテルメッツ 川崎,https://www.jalan.net/yad319398/,verified,hotel name matches Jalan page; location context consistent
264,stage-088-3,相鉄フレッサイン 川崎駅東口,https://www.jalan.net/yad364516/,verified,hotel name matches Jalan page; location context consistent
265,stage-089-1,ホテルモリノ新百合丘,https://www.jalan.net/yad319930/,verified,hotel name matches Jalan page; location context consistent
266,stage-089-2,ホテルリソル町田,https://www.jalan.net/yad306138/,verified,hotel name matches Jalan page; location context consistent
267,stage-089-3,レンブラントホテル東京町田,https://www.jalan.net/yad344307/,verified,hotel name matches Jalan page; location context consistent
268,stage-090-1,小田急ホテルセンチュリー相模大野,https://www.jalan.net/yad327534/,verified,hotel name matches Jalan page; location context consistent
269,stage-090-2,ホテルクラウンヒルズ相模原,https://www.jalan.net/yad321546/,verified,hotel name matches Jalan page; location context consistent
270,stage-090-3,ホテルウィングインターナショナル相模原,https://www.jalan.net/yad334192/,rebranded_current_page,旧ホテルウィングインターナショナル相模原と同一地域・上溝駅の現行じゃらん施設ページとして採用
271,stage-091-1,アパホテル〈相模原 橋本駅前〉,https://www.jalan.net/yad309326/,verified,hotel name matches Jalan page; location context consistent
272,stage-091-2,アイホテル橋本,https://www.jalan.net/yad367436/,rebranded_current_page,アイホテル橋本の検索結果から橋本駅・神奈川県が一致する現行じゃらん施設ページとして採用
273,stage-091-3,橋本パークホテル,https://www.jalan.net/yad310732/,verified,hotel name matches Jalan page; location context consistent
274,stage-092-1,相鉄フレッサイン 鎌倉大船駅笠間口,https://www.jalan.net/yad333858/,verified,hotel name matches Jalan page; location context consistent
275,stage-092-2,相鉄フレッサイン 鎌倉大船駅東口,https://www.jalan.net/yad387314/,verified,hotel name matches Jalan page; location context consistent
276,stage-092-3,JR東日本ホテルメッツ かまくら大船,https://www.jalan.net/yad316007/,verified,hotel name matches Jalan page; location context consistent
277,stage-093-1,東横INN小田原駅東口,https://www.jalan.net/yad383120/,verified,hotel name matches Jalan page; location context consistent
278,stage-093-2,天成園 小田原駅 別館,https://www.jalan.net/yad384718/,verified,hotel name matches Jalan page; location context consistent
279,stage-093-3,小田原ターミナルホテル,https://www.jalan.net/yad337701/,verified,hotel name matches Jalan page; location context consistent
280,stage-094-1,東横INN湘南平塚駅北口1,https://www.jalan.net/yad376827/,verified,hotel name matches Jalan page; location context consistent
281,stage-094-2,東横INN湘南平塚駅北口2,https://www.jalan.net/yad396704/,verified,hotel name matches Jalan page; location context consistent
282,stage-094-3,3S HOTEL HIRATSUKA,https://www.jalan.net/yad319414/,verified,hotel name matches Jalan page; location context consistent
283,stage-095-1,日和ホテル舞浜,https://www.jalan.net/yad339506/,verified_fuzzy,hotel name is a fuzzy/renamed match; location context consistent
284,stage-095-2,ホテルマイステイズ舞浜,https://www.jalan.net/yad314138/,verified,hotel name matches Jalan page; location context consistent
285,stage-095-3,変なホテル舞浜 東京ベイ,https://www.jalan.net/yad374965/,verified,hotel name matches Jalan page; location context consistent
286,stage-096-1,アパホテル&リゾート〈東京ベイ幕張〉,https://www.jalan.net/yad350664/,verified,hotel name matches Jalan page; location context consistent
287,stage-096-2,ホテルスプリングス幕張プレミア,https://www.jalan.net/yad369189/,verified,hotel name matches Jalan page; location context consistent
288,stage-096-3,ホテルフランクス,https://www.jalan.net/yad321749/,verified,hotel name matches Jalan page; location context consistent
289,stage-097-1,市川グランドホテル,https://www.jalan.net/yad320441/,verified,hotel name matches Jalan page; location context consistent
290,stage-097-2,スーパーホテル東西線・市川・妙典駅前,https://www.jalan.net/yad320571/,verified,hotel name matches Jalan page; location context consistent
291,stage-097-3,東横INN西船橋原木インター,https://www.jalan.net/yad383235/,verified,hotel name matches Jalan page; location context consistent
292,stage-098-1,東横INN松戸駅東口,https://www.jalan.net/yad364124/,verified,hotel name matches Jalan page; location context consistent
293,stage-098-2,ホテルルートイン北松戸駅前,https://www.jalan.net/yad319715/,verified,hotel name matches Jalan page; location context consistent
294,stage-098-3,新松戸ステーションホテル,https://www.jalan.net/yad323070/,rebranded_current_page,新松戸ステーションホテルの検索結果から新松戸駅・千葉県が一致する現行じゃらん施設ページとして採用
295,stage-099-1,ダイワロイネットホテル千葉中央,https://www.jalan.net/yad326515/,verified,hotel name matches Jalan page; location context consistent
296,stage-099-2,京成ホテルミラマーレ,https://www.jalan.net/yad316278/,verified,hotel name matches Jalan page; location context consistent
297,stage-099-3,アパホテル〈千葉中央駅前〉,https://www.jalan.net/yad309713/,verified,hotel name matches Jalan page; location context consistent
298,stage-100-1,ダイワロイネットホテル千葉中央,https://www.jalan.net/yad326515/,verified,hotel name matches Jalan page; location context consistent
299,stage-100-2,京成ホテルミラマーレ,https://www.jalan.net/yad316278/,verified,hotel name matches Jalan page; location context consistent
300,stage-100-3,アパホテル〈千葉中央駅前〉,https://www.jalan.net/yad309713/,verified,hotel name matches Jalan page; location context consistent
301,stage-101-1,ダイワロイネットホテル千葉中央,https://www.jalan.net/yad326515/,verified,hotel name matches Jalan page; location context consistent
302,stage-101-2,京成ホテルミラマーレ,https://www.jalan.net/yad316278/,verified,hotel name matches Jalan page; location context consistent
303,stage-101-3,アパホテル〈千葉中央駅前〉,https://www.jalan.net/yad309713/,verified,hotel name matches Jalan page; location context consistent
304,stage-102-1,浦安サンホテル,https://www.jalan.net/yad360504/,verified,hotel name matches Jalan page; location context consistent
305,stage-102-2,BAY HOTEL 浦安駅前,https://www.jalan.net/yad332498/,verified,hotel name matches Jalan page; location context consistent
306,stage-102-3,マイステイズ新浦安コンファレンスセンター,https://www.jalan.net/yad380068/,verified,hotel name matches Jalan page; location context consistent
307,stage-103-1,相鉄フレッサイン 千葉柏,https://www.jalan.net/yad379284/,verified,hotel name matches Jalan page; location context consistent
308,stage-103-2,ザ・クレストホテル柏,https://www.jalan.net/yad320077/,verified,hotel name matches Jalan page; location context consistent
309,stage-103-3,東横INN柏駅西口,https://www.jalan.net/yad325315/,verified,hotel name matches Jalan page; location context consistent
310,stage-104-1,JR東日本ホテルメッツ 船橋,https://www.jalan.net/yad319502/,verified,hotel name matches Jalan page; location context consistent
311,stage-104-2,ホテルフローラ船橋,https://www.jalan.net/yad334045/,verified,hotel name matches Jalan page; location context consistent
312,stage-104-3,X wave 船橋,https://www.jalan.net/yad348715/,manual_verified,X wave 船橋とクロス・ウェーブ船橋の表記差。船橋駅・千葉県一致
313,stage-105-1,パレスホテル大宮,https://www.jalan.net/yad319907/,verified,hotel name matches Jalan page; location context consistent
314,stage-105-2,ダイワロイネットホテル大宮西口,https://www.jalan.net/yad340083/,verified,hotel name matches Jalan page; location context consistent
315,stage-105-3,カンデオホテルズ大宮,https://www.jalan.net/yad361737/,verified,hotel name matches Jalan page; location context consistent
316,stage-106-1,パレスホテル大宮,https://www.jalan.net/yad319907/,verified,hotel name matches Jalan page; location context consistent
317,stage-106-2,ダイワロイネットホテル大宮西口,https://www.jalan.net/yad340083/,verified,hotel name matches Jalan page; location context consistent
318,stage-106-3,カンデオホテルズ大宮,https://www.jalan.net/yad361737/,verified,hotel name matches Jalan page; location context consistent
319,stage-107-1,ホテルニュー埼玉,https://www.jalan.net/yad357309/,verified,hotel name matches Jalan page; location context consistent
320,stage-107-2,JR東日本ホテルメッツ 浦和,https://www.jalan.net/yad385408/,verified,hotel name matches Jalan page; location context consistent
321,stage-107-3,浦和ワシントンホテル,https://www.jalan.net/yad397986/,manual_verified_web,じゃらん現行ページをWeb検索で再確認。宿番号397986・浦和駅西口徒歩約3分
322,stage-108-1,東横INNさいたま新都心,https://www.jalan.net/yad301522/,verified,hotel name matches Jalan page; location context consistent
323,stage-108-2,ホテルメトロポリタンさいたま新都心,https://www.jalan.net/yad389464/,verified,hotel name matches Jalan page; location context consistent
324,stage-108-3,アパホテル〈さいたま新都心駅北〉,https://www.jalan.net/yad315417/,verified,hotel name matches Jalan page; location context consistent
325,stage-109-1,東横INNさいたま新都心,https://www.jalan.net/yad301522/,verified,hotel name matches Jalan page; location context consistent
326,stage-109-2,ホテルメトロポリタンさいたま新都心,https://www.jalan.net/yad389464/,verified,hotel name matches Jalan page; location context consistent
327,stage-109-3,アパホテル〈さいたま新都心駅北〉,https://www.jalan.net/yad315417/,verified,hotel name matches Jalan page; location context consistent
328,stage-110-1,JR東日本ホテルメッツ 浦和,https://www.jalan.net/yad385408/,verified,hotel name matches Jalan page; location context consistent
329,stage-110-2,浦和ワシントンホテル,https://www.jalan.net/yad397986/,manual_verified_web,じゃらん現行ページをWeb検索で再確認。宿番号397986・浦和駅西口徒歩約3分
330,stage-110-3,ロイヤルパインズホテル浦和,https://www.jalan.net/yad330988/,verified,hotel name matches Jalan page; location context consistent
331,stage-111-1,東横INN北戸田駅東口,https://www.jalan.net/yad368499/,verified,hotel name matches Jalan page; location context consistent
332,stage-111-2,東横INN西川口駅,https://www.jalan.net/yad308785/,verified,hotel name matches Jalan page; location context consistent
333,stage-111-3,西川口ステーションホテル ステイラウンジ,https://www.jalan.net/yad348776/,verified,hotel name matches Jalan page; location context consistent
334,stage-112-1,和光市東武ホテル,https://www.jalan.net/yad370584/,verified,hotel name matches Jalan page; location context consistent
335,stage-112-2,東横INN北朝霞駅西口,https://www.jalan.net/yad314581/,verified,hotel name matches Jalan page; location context consistent
336,stage-112-3,スマイルホテル北朝霞,https://www.jalan.net/yad314505/,verified,hotel name matches Jalan page; location context consistent
337,stage-113-1,川越東武ホテル,https://www.jalan.net/yad374288/,verified,hotel name matches Jalan page; location context consistent
338,stage-113-2,川越プリンスホテル,https://www.jalan.net/yad305876/,verified,hotel name matches Jalan page; location context consistent
339,stage-113-3,スーパーホテル埼玉・川越,https://www.jalan.net/yad397364/,verified,hotel name matches Jalan page; location context consistent
340,stage-114-1,東横INN三郷中央駅前,https://www.jalan.net/yad369932/,verified,hotel name matches Jalan page; location context consistent
341,stage-114-2,ホテルサンクローバー三郷,https://www.jalan.net/yad382711/,verified,hotel name matches Jalan page; location context consistent
342,stage-114-3,東横INN八潮駅前,https://www.jalan.net/yad381970/,verified,hotel name matches Jalan page; location context consistent
343,stage-115-1,所沢パークホテル,https://www.jalan.net/yad326366/,verified,hotel name matches Jalan page; location context consistent
344,stage-115-2,久米川ウィングホテル,https://www.jalan.net/yad326418/,verified_fuzzy,hotel name is a fuzzy/renamed match; location context consistent
345,stage-115-3,ビジネスホテル マーキュリー,https://www.jalan.net/yad356334/,verified,hotel name matches Jalan page; location context consistent
346,stage-116-1,所沢パークホテル,https://www.jalan.net/yad326366/,verified,hotel name matches Jalan page; location context consistent
347,stage-116-2,久米川ウィングホテル,https://www.jalan.net/yad326418/,verified_fuzzy,hotel name is a fuzzy/renamed match; location context consistent
348,stage-116-3,ビジネスホテル マーキュリー,https://www.jalan.net/yad356334/,verified,hotel name matches Jalan page; location context consistent
349,stage-117-1,ダイワロイネットホテル水戸,https://www.jalan.net/yad314882/,verified,hotel name matches Jalan page; location context consistent
350,stage-117-2,JR東日本ホテルメッツ 水戸,https://www.jalan.net/yad318263/,verified,hotel name matches Jalan page; location context consistent
351,stage-117-3,水戸京成ホテル,https://www.jalan.net/yad304132/,verified,hotel name matches Jalan page; location context consistent
352,stage-118-1,ダイワロイネットホテル水戸,https://www.jalan.net/yad314882/,verified,hotel name matches Jalan page; location context consistent
353,stage-118-2,JR東日本ホテルメッツ 水戸,https://www.jalan.net/yad318263/,verified,hotel name matches Jalan page; location context consistent
354,stage-118-3,水戸京成ホテル,https://www.jalan.net/yad304132/,verified,hotel name matches Jalan page; location context consistent
355,stage-119-1,ダイワロイネットホテルつくば,https://www.jalan.net/yad386528/,verified,hotel name matches Jalan page; location context consistent
356,stage-119-2,ホテル日航つくば,https://www.jalan.net/yad324335/,verified,hotel name matches Jalan page; location context consistent
357,stage-119-3,ホテルJALシティつくば,https://www.jalan.net/yad317932/,verified,hotel name matches Jalan page; location context consistent
358,stage-120-1,JR東日本ホテルメッツ 宇都宮,https://www.jalan.net/yad355222/,verified,hotel name matches Jalan page; location context consistent
359,stage-120-2,ダイワロイネットホテル宇都宮,https://www.jalan.net/yad326434/,verified,hotel name matches Jalan page; location context consistent
360,stage-120-3,リッチモンドホテル宇都宮駅前,https://www.jalan.net/yad330314/,verified,hotel name matches Jalan page; location context consistent
361,stage-121-1,JR東日本ホテルメッツ 宇都宮,https://www.jalan.net/yad355222/,verified,hotel name matches Jalan page; location context consistent
362,stage-121-2,ダイワロイネットホテル宇都宮,https://www.jalan.net/yad326434/,verified,hotel name matches Jalan page; location context consistent
363,stage-121-3,リッチモンドホテル宇都宮駅前,https://www.jalan.net/yad330314/,verified,hotel name matches Jalan page; location context consistent
364,stage-122-1,ホテルメトロポリタン高崎,https://www.jalan.net/yad321008/,verified,hotel name matches Jalan page; location context consistent
365,stage-122-2,ホテルココ・グラン高崎,https://www.jalan.net/yad353664/,verified,hotel name matches Jalan page; location context consistent
366,stage-122-3,アパホテル〈高崎駅前〉,https://www.jalan.net/yad308306/,verified,hotel name matches Jalan page; location context consistent
367,stage-123-1,天然温泉 妙義の湯 ドーミーイン前橋,https://www.jalan.net/yad384626/,verified,hotel name matches Jalan page; location context consistent
368,stage-123-2,コンフォートホテル前橋,https://www.jalan.net/yad336608/,verified,hotel name matches Jalan page; location context consistent
369,stage-123-3,アパホテル〈前橋駅北〉,https://www.jalan.net/yad365045/,verified,hotel name matches Jalan page; location context consistent
370,stage-124-1,東横INN群馬太田駅南口,https://www.jalan.net/yad371125/,verified,hotel name matches Jalan page; location context consistent
371,stage-124-2,ホテルルートインGrand太田駅前,https://www.jalan.net/yad375883/,verified,hotel name matches Jalan page; location context consistent
372,stage-124-3,太田グランドホテル,https://www.jalan.net/yad380626/,verified,hotel name matches Jalan page; location context consistent
373,stage-125-1,東横INN桐生駅南口,https://www.jalan.net/yad332423/,verified,hotel name matches Jalan page; location context consistent
374,stage-125-2,エースホテル,https://www.jalan.net/yad334335/,verified,hotel name matches Jalan page; location context consistent
375,stage-125-3,パークイン桐生,https://www.jalan.net/yad327116/,verified,hotel name matches Jalan page; location context consistent
376,stage-126-1,JRイン札幌北2条,https://www.jalan.net/yad367273/,verified,hotel name matches Jalan page; location context consistent
377,stage-126-2,ザ ノット 札幌,https://www.jalan.net/yad349825/,verified,hotel name matches Jalan page; location context consistent
378,stage-126-3,札幌ビューホテル大通公園,https://www.jalan.net/yad324274/,verified,hotel name matches Jalan page; location context consistent
379,stage-127-1,JRイン札幌北2条,https://www.jalan.net/yad367273/,verified,hotel name matches Jalan page; location context consistent
380,stage-127-2,ザ ノット 札幌,https://www.jalan.net/yad349825/,verified,hotel name matches Jalan page; location context consistent
381,stage-127-3,札幌ビューホテル大通公園,https://www.jalan.net/yad324274/,verified,hotel name matches Jalan page; location context consistent
382,stage-128-1,JRイン札幌北2条,https://www.jalan.net/yad367273/,verified,hotel name matches Jalan page; location context consistent
383,stage-128-2,ザ ノット 札幌,https://www.jalan.net/yad349825/,verified,hotel name matches Jalan page; location context consistent
384,stage-128-3,札幌ビューホテル大通公園,https://www.jalan.net/yad324274/,verified,hotel name matches Jalan page; location context consistent
385,stage-129-1,JRイン札幌北2条,https://www.jalan.net/yad367273/,verified,hotel name matches Jalan page; location context consistent
386,stage-129-2,ザ ノット 札幌,https://www.jalan.net/yad349825/,verified,hotel name matches Jalan page; location context consistent
387,stage-129-3,札幌ビューホテル大通公園,https://www.jalan.net/yad324274/,verified,hotel name matches Jalan page; location context consistent
388,stage-130-1,ベッセルイン札幌中島公園,https://www.jalan.net/yad382870/,verified,hotel name matches Jalan page; location context consistent
389,stage-130-2,イビススタイルズ札幌,https://www.jalan.net/yad342812/,verified,hotel name matches Jalan page; location context consistent
390,stage-130-3,ホテルマイステイズ札幌中島公園,https://www.jalan.net/yad327707/,verified,hotel name matches Jalan page; location context consistent
391,stage-131-1,JRイン旭川,https://www.jalan.net/yad327682/,verified,hotel name matches Jalan page; location context consistent
392,stage-131-2,ホテルウィングインターナショナル旭川駅前,https://www.jalan.net/yad326154/,rebranded_current_page,じゃらん施設名自体に旧ホテルウィング旭川駅前と明記され同一施設を確認
393,stage-131-3,ワイズホテル旭川駅前,https://www.jalan.net/yad367376/,verified,hotel name matches Jalan page; location context consistent
394,stage-132-1,JRイン函館,https://www.jalan.net/yad319815/,verified,hotel name matches Jalan page; location context consistent
395,stage-132-2,プレミアホテル-CABIN PRESIDENT-函館,https://www.jalan.net/yad327575/,verified,hotel name matches Jalan page; location context consistent
396,stage-132-3,東横INN北海道函館駅前朝市,https://www.jalan.net/yad388704/,verified_fuzzy,hotel name is a fuzzy/renamed match; location context consistent
397,stage-133-1,JRイン帯広,,closed_no_current_link,JRイン帯広は閉館情報があり現在のじゃらん施設ページを確定できないため空欄
398,stage-133-2,リッチモンドホテル帯広駅前,https://www.jalan.net/yad352474/,verified,hotel name matches Jalan page; location context consistent
399,stage-133-3,ホテルグランテラス帯広,https://www.jalan.net/yad310153/,manual_verified,ホテルグランテラス帯広の施設名本体・帯広駅・北海道が一致
400,stage-134-1,ANAクラウンプラザホテル釧路,https://www.jalan.net/yad311807/,verified,hotel name matches Jalan page; location context consistent
401,stage-134-2,コンフォートホテル釧路,https://www.jalan.net/yad338020/,verified,hotel name matches Jalan page; location context consistent
402,stage-134-3,スーパーホテル釧路駅前,https://www.jalan.net/yad360972/,verified,hotel name matches Jalan page; location context consistent
403,stage-135-1,ホテルJALシティ仙台,https://www.jalan.net/yad317271/,verified,hotel name matches Jalan page; location context consistent
404,stage-135-2,ダイワロイネットホテル仙台西口 PREMIER,https://www.jalan.net/yad377180/,verified,hotel name matches Jalan page; location context consistent
405,stage-135-3,コンフォートホテル仙台西口,https://www.jalan.net/yad385284/,verified,hotel name matches Jalan page; location context consistent
406,stage-136-1,ホテル定禅寺,https://www.jalan.net/yad382812/,verified,hotel name matches Jalan page; location context consistent
407,stage-136-2,アパホテル〈仙台勾当台公園〉,https://www.jalan.net/yad362752/,verified,hotel name matches Jalan page; location context consistent
408,stage-136-3,ホテルプレミアムグリーンソブリン,https://www.jalan.net/yad329258/,verified,hotel name matches Jalan page; location context consistent
409,stage-137-1,仙台ロイヤルパークホテル,https://www.jalan.net/yad330751/,verified,hotel name matches Jalan page; location context consistent
410,stage-137-2,ホテルルートイン仙台泉インター,https://www.jalan.net/yad304664/,verified,hotel name matches Jalan page; location context consistent
411,stage-137-3,スマイルホテル仙台泉インター,https://www.jalan.net/yad327712/,verified,hotel name matches Jalan page; location context consistent
412,stage-138-1,ホテル定禅寺,https://www.jalan.net/yad382812/,verified,hotel name matches Jalan page; location context consistent
413,stage-138-2,アパホテル〈仙台勾当台公園〉,https://www.jalan.net/yad362752/,verified,hotel name matches Jalan page; location context consistent
414,stage-138-3,ホテルプレミアムグリーンソブリン,https://www.jalan.net/yad329258/,verified,hotel name matches Jalan page; location context consistent
415,stage-139-1,ホテルグリーンシティ,https://www.jalan.net/yad313534/,verified,hotel name matches Jalan page; location context consistent
416,stage-139-2,アパホテル〈仙台勾当台公園〉,https://www.jalan.net/yad362752/,verified,hotel name matches Jalan page; location context consistent
417,stage-139-3,ホテル定禅寺,https://www.jalan.net/yad382812/,verified,hotel name matches Jalan page; location context consistent
418,stage-140-1,ダイワロイネットホテル郡山駅前,https://www.jalan.net/yad340972/,verified,hotel name matches Jalan page; location context consistent
419,stage-140-2,ホテルグローバルビュー郡山,https://www.jalan.net/yad392141/,verified,hotel name matches Jalan page; location context consistent
420,stage-140-3,コンフォートホテル郡山,https://www.jalan.net/yad319852/,verified,hotel name matches Jalan page; location context consistent
421,stage-141-1,ホテルルートインいわき駅前,https://www.jalan.net/yad306494/,verified,hotel name matches Jalan page; location context consistent
422,stage-141-2,東横INNいわき駅前,https://www.jalan.net/yad373085/,verified,hotel name matches Jalan page; location context consistent
423,stage-141-3,サンライズインいわき,https://www.jalan.net/yad368925/,verified,hotel name matches Jalan page; location context consistent
424,stage-142-1,リッチモンドホテル秋田駅前,https://www.jalan.net/yad371528/,verified,hotel name matches Jalan page; location context consistent
425,stage-142-2,ホテルメトロポリタン秋田,https://www.jalan.net/yad329656/,verified,hotel name matches Jalan page; location context consistent
426,stage-142-3,ANAクラウンプラザホテル秋田,https://www.jalan.net/yad313423/,verified,hotel name matches Jalan page; location context consistent
427,stage-143-1,リッチモンドホテル盛岡駅前,https://www.jalan.net/yad331739/,verified,hotel name matches Jalan page; location context consistent
428,stage-143-2,ダイワロイネットホテル盛岡駅前,https://www.jalan.net/yad351773/,verified,hotel name matches Jalan page; location context consistent
429,stage-143-3,ホテルメトロポリタン盛岡 NEW WING,https://www.jalan.net/yad309556/,manual_verified,NEW WINGとニューウイングの表記差。盛岡駅・岩手県一致
430,stage-144-1,リッチモンドホテル盛岡駅前,https://www.jalan.net/yad331739/,verified,hotel name matches Jalan page; location context consistent
431,stage-144-2,ダイワロイネットホテル盛岡駅前,https://www.jalan.net/yad351773/,verified,hotel name matches Jalan page; location context consistent
432,stage-144-3,ホテルメトロポリタン盛岡 NEW WING,https://www.jalan.net/yad309556/,manual_verified,NEW WINGとニューウイングの表記差。盛岡駅・岩手県一致
433,stage-145-1,ダイワロイネットホテル青森,https://www.jalan.net/yad304122/,verified,hotel name matches Jalan page; location context consistent
434,stage-145-2,ホテルJALシティ青森,https://www.jalan.net/yad335975/,verified,hotel name matches Jalan page; location context consistent
435,stage-145-3,リッチモンドホテル青森,https://www.jalan.net/yad362925/,verified,hotel name matches Jalan page; location context consistent
436,stage-146-1,ダイワロイネットホテル山形駅前,https://www.jalan.net/yad326892/,verified,hotel name matches Jalan page; location context consistent
437,stage-146-2,ホテルメトロポリタン山形,https://www.jalan.net/yad313105/,verified,hotel name matches Jalan page; location context consistent
438,stage-146-3,コンフォートホテル山形,https://www.jalan.net/yad346600/,verified,hotel name matches Jalan page; location context consistent
439,stage-147-1,ホテルフォルクローロ高畠,https://www.jalan.net/yad318885/,verified,hotel name matches Jalan page; location context consistent
440,stage-147-2,ホテルモントビュー米沢,https://www.jalan.net/yad308308/,verified,hotel name matches Jalan page; location context consistent
441,stage-147-3,東横INN米沢駅前,https://www.jalan.net/yad386247/,verified,hotel name matches Jalan page; location context consistent
442,stage-148-1,ホテル日航新潟,https://www.jalan.net/yad387312/,verified,hotel name matches Jalan page; location context consistent
443,stage-148-2,アパホテル&リゾート〈新潟駅前大通〉,https://www.jalan.net/yad397576/,verified,hotel name matches Jalan page; location context consistent
444,stage-148-3,JR東日本ホテルメッツ 新潟,https://www.jalan.net/yad335918/,verified,hotel name matches Jalan page; location context consistent
445,stage-149-1,ホテル日航新潟,https://www.jalan.net/yad387312/,verified,hotel name matches Jalan page; location context consistent
