research_no,id,hotel_name,prefecture,area,station,venueId,venueNumber,venue_name,rank,genre
215,stage-072-2,立川リージェントホテル,東京都,立川,立川,stage-072,72,TACHIKAWA STAGE GARDEN,2,stage
216,stage-072-3,ホテルマイステイズ立川,東京都,立川,立川,stage-072,72,TACHIKAWA STAGE GARDEN,3,stage
217,stage-073-1,京急EXイン 羽田イノベーションシティ,東京都,天空橋,天空橋,stage-073,73,Zepp Haneda (TOKYO),1,stage
218,stage-073-2,ホテルメトロポリタン 羽田,東京都,天空橋,天空橋,stage-073,73,Zepp Haneda (TOKYO),2,stage
219,stage-073-3,京急EXイン 羽田,東京都,天空橋,天空橋・穴守稲荷,stage-073,73,Zepp Haneda (TOKYO),3,stage
220,stage-074-1,東横INN鶯谷駅前,東京都,鶯谷,鶯谷,stage-074,74,東京キネマ倶楽部,1,stage
221,stage-074-2,ホテルセレッソ,東京都,鶯谷,鶯谷・日暮里,stage-074,74,東京キネマ倶楽部,2,stage
222,stage-074-3,ベッセルイン上野入谷駅前,東京都,鶯谷,入谷,stage-074,74,東京キネマ倶楽部,3,stage
223,stage-075-1,ホテルJALシティ関内 横浜,神奈川県,日本大通り・山下町,日本大通り,stage-075,75,KAAT 神奈川芸術劇場 ホール,1,stage
224,stage-075-2,コンフォートホテル横浜関内,神奈川県,日本大通り・山下町,関内,stage-075,75,KAAT 神奈川芸術劇場 ホール,2,stage
225,stage-075-3,ダイワロイネットホテル横浜公園,神奈川県,日本大通り・山下町,日本大通り・関内,stage-075,75,KAAT 神奈川芸術劇場 ホール,3,stage
226,stage-076-1,ホテルJALシティ関内 横浜,神奈川県,日本大通り・山下町,日本大通り,stage-076,76,KAAT 神奈川芸術劇場 大スタジオ,1,stage
227,stage-076-2,コンフォートホテル横浜関内,神奈川県,日本大通り・山下町,関内,stage-076,76,KAAT 神奈川芸術劇場 大スタジオ,2,stage
228,stage-076-3,ダイワロイネットホテル横浜公園,神奈川県,日本大通り・山下町,日本大通り・関内,stage-076,76,KAAT 神奈川芸術劇場 大スタジオ,3,stage
229,stage-077-1,横浜桜木町ワシントンホテル,神奈川県,みなとみらい・桜木町,桜木町,stage-077,77,ぴあアリーナMM,1,stage
230,stage-077-2,ニューオータニイン横浜プレミアム,神奈川県,みなとみらい・桜木町,桜木町,stage-077,77,ぴあアリーナMM,2,stage
231,stage-077-3,相鉄フレッサイン 横浜桜木町,神奈川県,みなとみらい・桜木町,馬車道,stage-077,77,ぴあアリーナMM,3,stage
232,stage-078-1,横浜桜木町ワシントンホテル,神奈川県,みなとみらい,桜木町,stage-078,78,パシフィコ横浜 国立大ホール,1,stage
233,stage-078-2,ニューオータニイン横浜プレミアム,神奈川県,みなとみらい,桜木町,stage-078,78,パシフィコ横浜 国立大ホール,2,stage
234,stage-078-3,相鉄フレッサイン 横浜桜木町,神奈川県,みなとみらい,馬車道,stage-078,78,パシフィコ横浜 国立大ホール,3,stage
235,stage-079-1,横浜桜木町ワシントンホテル,神奈川県,新高島・横浜駅東口,桜木町,stage-079,79,KT Zepp Yokohama,1,stage
236,stage-079-2,ニューオータニイン横浜プレミアム,神奈川県,新高島・横浜駅東口,桜木町,stage-079,79,KT Zepp Yokohama,2,stage
237,stage-079-3,相鉄フレッサイン 横浜桜木町,神奈川県,新高島・横浜駅東口,馬車道,stage-079,79,KT Zepp Yokohama,3,stage
238,stage-080-1,ホテルJALシティ関内 横浜,神奈川県,関内・伊勢佐木長者町,日本大通り,stage-080,80,横浜BUNTAI,1,stage
239,stage-080-2,コンフォートホテル横浜関内,神奈川県,関内・伊勢佐木長者町,関内,stage-080,80,横浜BUNTAI,2,stage
240,stage-080-3,ダイワロイネットホテル横浜公園,神奈川県,関内・伊勢佐木長者町,日本大通り・関内,stage-080,80,横浜BUNTAI,3,stage
241,stage-081-1,ホテルJALシティ関内 横浜,神奈川県,関内・馬車道,日本大通り,stage-081,81,関内ホール 大ホール,1,stage
242,stage-081-2,コンフォートホテル横浜関内,神奈川県,関内・馬車道,関内,stage-081,81,関内ホール 大ホール,2,stage
243,stage-081-3,ダイワロイネットホテル横浜公園,神奈川県,関内・馬車道,日本大通り・関内,stage-081,81,関内ホール 大ホール,3,stage
244,stage-082-1,ホテルJALシティ関内 横浜,神奈川県,関内・馬車道,日本大通り,stage-082,82,関内ホール 小ホール,1,stage
245,stage-082-2,コンフォートホテル横浜関内,神奈川県,関内・馬車道,関内,stage-082,82,関内ホール 小ホール,2,stage
246,stage-082-3,ダイワロイネットホテル横浜公園,神奈川県,関内・馬車道,日本大通り・関内,stage-082,82,関内ホール 小ホール,3,stage
247,stage-083-1,横浜桜木町ワシントンホテル,神奈川県,馬車道・みなとみらい,桜木町,stage-083,83,横浜赤レンガ倉庫1号館 3Fホール,1,stage
248,stage-083-2,ニューオータニイン横浜プレミアム,神奈川県,馬車道・みなとみらい,桜木町,stage-083,83,横浜赤レンガ倉庫1号館 3Fホール,2,stage
249,stage-083-3,相鉄フレッサイン 横浜桜木町,神奈川県,馬車道・みなとみらい,馬車道,stage-083,83,横浜赤レンガ倉庫1号館 3Fホール,3,stage
250,stage-084-1,横浜桜木町ワシントンホテル,神奈川県,桜木町・みなとみらい,桜木町,stage-084,84,横浜ランドマークホール,1,stage
251,stage-084-2,ニューオータニイン横浜プレミアム,神奈川県,桜木町・みなとみらい,桜木町,stage-084,84,横浜ランドマークホール,2,stage
252,stage-084-3,相鉄フレッサイン 横浜桜木町,神奈川県,桜木町・みなとみらい,馬車道,stage-084,84,横浜ランドマークホール,3,stage
253,stage-085-1,メルキュール横須賀,神奈川県,汐入・横須賀中央,汐入,stage-085,85,横須賀芸術劇場,1,stage
254,stage-085-2,ホテルニューヨコスカ,神奈川県,汐入・横須賀中央,横須賀中央,stage-085,85,横須賀芸術劇場,2,stage
255,stage-085-3,セントラルホテル横須賀,神奈川県,汐入・横須賀中央,横須賀中央,stage-085,85,横須賀芸術劇場,3,stage
256,stage-086-1,メルキュール横須賀,神奈川県,汐入・横須賀中央,汐入,stage-086,86,ヨコスカ・ベイサイド・ポケット,1,stage
257,stage-086-2,ホテルニューヨコスカ,神奈川県,汐入・横須賀中央,横須賀中央,stage-086,86,ヨコスカ・ベイサイド・ポケット,2,stage
258,stage-086-3,セントラルホテル横須賀,神奈川県,汐入・横須賀中央,横須賀中央,stage-086,86,ヨコスカ・ベイサイド・ポケット,3,stage
259,stage-087-1,川崎日航ホテル,神奈川県,川崎,川崎,stage-087,87,カルッツかわさき ホール,1,stage
260,stage-087-2,JR東日本ホテルメッツ 川崎,神奈川県,川崎,川崎,stage-087,87,カルッツかわさき ホール,2,stage
261,stage-087-3,相鉄フレッサイン 川崎駅東口,神奈川県,川崎,川崎,stage-087,87,カルッツかわさき ホール,3,stage
262,stage-088-1,川崎日航ホテル,神奈川県,川崎,川崎,stage-088,88,CLUB CITTA',1,stage
263,stage-088-2,JR東日本ホテルメッツ 川崎,神奈川県,川崎,川崎,stage-088,88,CLUB CITTA',2,stage
264,stage-088-3,相鉄フレッサイン 川崎駅東口,神奈川県,川崎,川崎,stage-088,88,CLUB CITTA',3,stage
265,stage-089-1,ホテルモリノ新百合丘,神奈川県,新百合ヶ丘,新百合ヶ丘,stage-089,89,川崎市アートセンター アルテリオ小劇場,1,stage
266,stage-089-2,ホテルリソル町田,神奈川県,新百合ヶ丘,町田,stage-089,89,川崎市アートセンター アルテリオ小劇場,2,stage
267,stage-089-3,レンブラントホテル東京町田,神奈川県,新百合ヶ丘,町田,stage-089,89,川崎市アートセンター アルテリオ小劇場,3,stage
268,stage-090-1,小田急ホテルセンチュリー相模大野,神奈川県,相模大野,相模大野,stage-090,90,相模女子大学グリーンホール 大ホール,1,stage
269,stage-090-2,ホテルクラウンヒルズ相模原,神奈川県,相模大野,相模原,stage-090,90,相模女子大学グリーンホール 大ホール,2,stage
270,stage-090-3,ホテルウィングインターナショナル相模原,神奈川県,相模大野,上溝,stage-090,90,相模女子大学グリーンホール 大ホール,3,stage
271,stage-091-1,アパホテル〈相模原 橋本駅前〉,神奈川県,橋本,橋本,stage-091,91,杜のホールはしもと ホール,1,stage
272,stage-091-2,アイホテル橋本,神奈川県,橋本,橋本,stage-091,91,杜のホールはしもと ホール,2,stage
273,stage-091-3,橋本パークホテル,神奈川県,橋本,橋本,stage-091,91,杜のホールはしもと ホール,3,stage
274,stage-092-1,相鉄フレッサイン 鎌倉大船駅笠間口,神奈川県,大船,大船,stage-092,92,鎌倉芸術館 大ホール,1,stage
275,stage-092-2,相鉄フレッサイン 鎌倉大船駅東口,神奈川県,大船,大船,stage-092,92,鎌倉芸術館 大ホール,2,stage
276,stage-092-3,JR東日本ホテルメッツ かまくら大船,神奈川県,大船,大船,stage-092,92,鎌倉芸術館 大ホール,3,stage
277,stage-093-1,東横INN小田原駅東口,神奈川県,小田原,小田原,stage-093,93,小田原三の丸ホール 大ホール,1,stage
278,stage-093-2,天成園 小田原駅 別館,神奈川県,小田原,小田原,stage-093,93,小田原三の丸ホール 大ホール,2,stage
279,stage-093-3,小田原ターミナルホテル,神奈川県,小田原,小田原,stage-093,93,小田原三の丸ホール 大ホール,3,stage
280,stage-094-1,東横INN湘南平塚駅北口1,神奈川県,平塚,平塚,stage-094,94,ひらしん平塚文化芸術ホール 大ホール,1,stage
281,stage-094-2,東横INN湘南平塚駅北口2,神奈川県,平塚,平塚,stage-094,94,ひらしん平塚文化芸術ホール 大ホール,2,stage
282,stage-094-3,3S HOTEL HIRATSUKA,神奈川県,平塚,平塚,stage-094,94,ひらしん平塚文化芸術ホール 大ホール,3,stage
283,stage-095-1,日和ホテル舞浜,千葉県,舞浜・新浦安,舞浜・新浦安,stage-095,95,舞浜アンフィシアター,1,stage
284,stage-095-2,ホテルマイステイズ舞浜,千葉県,舞浜・新浦安,舞浜,stage-095,95,舞浜アンフィシアター,2,stage
285,stage-095-3,変なホテル舞浜 東京ベイ,千葉県,舞浜・新浦安,舞浜,stage-095,95,舞浜アンフィシアター,3,stage
286,stage-096-1,アパホテル&リゾート〈東京ベイ幕張〉,千葉県,海浜幕張,海浜幕張,stage-096,96,幕張メッセ 幕張イベントホール,1,stage
287,stage-096-2,ホテルスプリングス幕張プレミア,千葉県,海浜幕張,海浜幕張,stage-096,96,幕張メッセ 幕張イベントホール,2,stage
288,stage-096-3,ホテルフランクス,千葉県,海浜幕張,海浜幕張,stage-096,96,幕張メッセ 幕張イベントホール,3,stage
289,stage-097-1,市川グランドホテル,千葉県,本八幡・市川,市川,stage-097,97,市川市文化会館 大ホール,1,stage
290,stage-097-2,スーパーホテル東西線・市川・妙典駅前,千葉県,本八幡・市川,妙典,stage-097,97,市川市文化会館 大ホール,2,stage
291,stage-097-3,東横INN西船橋原木インター,千葉県,本八幡・市川,原木中山,stage-097,97,市川市文化会館 大ホール,3,stage
292,stage-098-1,東横INN松戸駅東口,千葉県,新八柱・八柱,松戸,stage-098,98,森のホール21 大ホール,1,stage
293,stage-098-2,ホテルルートイン北松戸駅前,千葉県,新八柱・八柱,北松戸,stage-098,98,森のホール21 大ホール,2,stage
294,stage-098-3,新松戸ステーションホテル,千葉県,新八柱・八柱,新松戸,stage-098,98,森のホール21 大ホール,3,stage
295,stage-099-1,ダイワロイネットホテル千葉中央,千葉県,本千葉・県庁前,千葉中央,stage-099,99,千葉県文化会館 大ホール,1,stage
296,stage-099-2,京成ホテルミラマーレ,千葉県,本千葉・県庁前,千葉中央,stage-099,99,千葉県文化会館 大ホール,2,stage
297,stage-099-3,アパホテル〈千葉中央駅前〉,千葉県,本千葉・県庁前,千葉中央,stage-099,99,千葉県文化会館 大ホール,3,stage
298,stage-100-1,ダイワロイネットホテル千葉中央,千葉県,千葉・東千葉,千葉中央,stage-100,100,千葉市民会館 大ホール,1,stage
299,stage-100-2,京成ホテルミラマーレ,千葉県,千葉・東千葉,千葉中央,stage-100,100,千葉市民会館 大ホール,2,stage
300,stage-100-3,アパホテル〈千葉中央駅前〉,千葉県,千葉・東千葉,千葉中央,stage-100,100,千葉市民会館 大ホール,3,stage
301,stage-101-1,ダイワロイネットホテル千葉中央,千葉県,千葉寺・本千葉,千葉中央,stage-101,101,青葉の森公園芸術文化ホール,1,stage
302,stage-101-2,京成ホテルミラマーレ,千葉県,千葉寺・本千葉,千葉中央,stage-101,101,青葉の森公園芸術文化ホール,2,stage
303,stage-101-3,アパホテル〈千葉中央駅前〉,千葉県,千葉寺・本千葉,千葉中央,stage-101,101,青葉の森公園芸術文化ホール,3,stage
304,stage-102-1,浦安サンホテル,千葉県,浦安・新浦安,浦安,stage-102,102,浦安市文化会館 大ホール,1,stage
305,stage-102-2,BAY HOTEL 浦安駅前,千葉県,浦安・新浦安,浦安,stage-102,102,浦安市文化会館 大ホール,2,stage
306,stage-102-3,マイステイズ新浦安コンファレンスセンター,千葉県,浦安・新浦安,新浦安,stage-102,102,浦安市文化会館 大ホール,3,stage
307,stage-103-1,相鉄フレッサイン 千葉柏,千葉県,柏,柏,stage-103,103,柏市民文化会館 大ホール,1,stage
308,stage-103-2,ザ・クレストホテル柏,千葉県,柏,柏,stage-103,103,柏市民文化会館 大ホール,2,stage
309,stage-103-3,東横INN柏駅西口,千葉県,柏,柏,stage-103,103,柏市民文化会館 大ホール,3,stage
310,stage-104-1,JR東日本ホテルメッツ 船橋,千葉県,船橋,船橋,stage-104,104,船橋市民文化ホール,1,stage
311,stage-104-2,ホテルフローラ船橋,千葉県,船橋,船橋,stage-104,104,船橋市民文化ホール,2,stage
312,stage-104-3,X wave 船橋,千葉県,船橋,船橋,stage-104,104,船橋市民文化ホール,3,stage
313,stage-105-1,パレスホテル大宮,埼玉県,大宮,大宮,stage-105,105,大宮ソニックシティ 大ホール,1,stage
314,stage-105-2,ダイワロイネットホテル大宮西口,埼玉県,大宮,大宮,stage-105,105,大宮ソニックシティ 大ホール,2,stage
315,stage-105-3,カンデオホテルズ大宮,埼玉県,大宮,大宮,stage-105,105,大宮ソニックシティ 大ホール,3,stage
316,stage-106-1,パレスホテル大宮,埼玉県,大宮,大宮,stage-106,106,RaiBoC Hall(さいたま市民会館おおみや)大ホール,1,stage
317,stage-106-2,ダイワロイネットホテル大宮西口,埼玉県,大宮,大宮,stage-106,106,RaiBoC Hall(さいたま市民会館おおみや)大ホール,2,stage
318,stage-106-3,カンデオホテルズ大宮,埼玉県,大宮,大宮,stage-106,106,RaiBoC Hall(さいたま市民会館おおみや)大ホール,3,stage
319,stage-107-1,ホテルニュー埼玉,埼玉県,南浦和,南浦和,stage-107,107,さいたま市文化センター 大ホール,1,stage
320,stage-107-2,JR東日本ホテルメッツ 浦和,埼玉県,南浦和,浦和,stage-107,107,さいたま市文化センター 大ホール,2,stage
321,stage-107-3,浦和ワシントンホテル,埼玉県,南浦和,浦和,stage-107,107,さいたま市文化センター 大ホール,3,stage
322,stage-108-1,東横INNさいたま新都心,埼玉県,与野本町,さいたま新都心,stage-108,108,彩の国さいたま芸術劇場 大ホール,1,stage
323,stage-108-2,ホテルメトロポリタンさいたま新都心,埼玉県,与野本町,さいたま新都心,stage-108,108,彩の国さいたま芸術劇場 大ホール,2,stage
324,stage-108-3,アパホテル〈さいたま新都心駅北〉,埼玉県,与野本町,さいたま新都心,stage-108,108,彩の国さいたま芸術劇場 大ホール,3,stage
325,stage-109-1,東横INNさいたま新都心,埼玉県,与野本町,さいたま新都心,stage-109,109,彩の国さいたま芸術劇場 小ホール,1,stage
326,stage-109-2,ホテルメトロポリタンさいたま新都心,埼玉県,与野本町,さいたま新都心,stage-109,109,彩の国さいたま芸術劇場 小ホール,2,stage
327,stage-109-3,アパホテル〈さいたま新都心駅北〉,埼玉県,与野本町,さいたま新都心,stage-109,109,彩の国さいたま芸術劇場 小ホール,3,stage
328,stage-110-1,JR東日本ホテルメッツ 浦和,埼玉県,浦和,浦和,stage-110,110,埼玉会館 大ホール,1,stage
329,stage-110-2,浦和ワシントンホテル,埼玉県,浦和,浦和,stage-110,110,埼玉会館 大ホール,2,stage
330,stage-110-3,ロイヤルパインズホテル浦和,埼玉県,浦和,浦和,stage-110,110,埼玉会館 大ホール,3,stage
331,stage-111-1,東横INN北戸田駅東口,埼玉県,戸田,北戸田,stage-111,111,戸田市文化会館,1,stage
332,stage-111-2,東横INN西川口駅,埼玉県,戸田,西川口,stage-111,111,戸田市文化会館,2,stage
333,stage-111-3,西川口ステーションホテル ステイラウンジ,埼玉県,戸田,西川口,stage-111,111,戸田市文化会館,3,stage
334,stage-112-1,和光市東武ホテル,埼玉県,和光市,和光市,stage-112,112,和光市民文化センター サンアゼリア 大ホール,1,stage
335,stage-112-2,東横INN北朝霞駅西口,埼玉県,和光市,北朝霞,stage-112,112,和光市民文化センター サンアゼリア 大ホール,2,stage
336,stage-112-3,スマイルホテル北朝霞,埼玉県,和光市,北朝霞,stage-112,112,和光市民文化センター サンアゼリア 大ホール,3,stage
337,stage-113-1,川越東武ホテル,埼玉県,川越,川越,stage-113,113,ウェスタ川越 大ホール,1,stage
338,stage-113-2,川越プリンスホテル,埼玉県,川越,本川越,stage-113,113,ウェスタ川越 大ホール,2,stage
339,stage-113-3,スーパーホテル埼玉・川越,埼玉県,川越,本川越,stage-113,113,ウェスタ川越 大ホール,3,stage
340,stage-114-1,東横INN三郷中央駅前,埼玉県,三郷,三郷中央,stage-114,114,三郷市文化会館 大ホール,1,stage
341,stage-114-2,ホテルサンクローバー三郷,埼玉県,三郷,三郷,stage-114,114,三郷市文化会館 大ホール,2,stage
342,stage-114-3,東横INN八潮駅前,埼玉県,三郷,八潮,stage-114,114,三郷市文化会館 大ホール,3,stage
343,stage-115-1,所沢パークホテル,埼玉県,航空公園・所沢,所沢,stage-115,115,所沢市民文化センター ミューズ マーキーホール,1,stage
344,stage-115-2,久米川ウィングホテル,埼玉県,航空公園・所沢,久米川,stage-115,115,所沢市民文化センター ミューズ マーキーホール,2,stage
345,stage-115-3,ビジネスホテル マーキュリー,埼玉県,航空公園・所沢,久米川,stage-115,115,所沢市民文化センター ミューズ マーキーホール,3,stage
346,stage-116-1,所沢パークホテル,埼玉県,東所沢,所沢,stage-116,116,ところざわサクラタウン ジャパンパビリオン ホールA,1,stage
347,stage-116-2,久米川ウィングホテル,埼玉県,東所沢,久米川,stage-116,116,ところざわサクラタウン ジャパンパビリオン ホールA,2,stage
348,stage-116-3,ビジネスホテル マーキュリー,埼玉県,東所沢,久米川,stage-116,116,ところざわサクラタウン ジャパンパビリオン ホールA,3,stage
349,stage-117-1,ダイワロイネットホテル水戸,茨城県,水戸,水戸,stage-117,117,水戸市民会館 グロービスホール,1,stage
350,stage-117-2,JR東日本ホテルメッツ 水戸,茨城県,水戸,水戸,stage-117,117,水戸市民会館 グロービスホール,2,stage
351,stage-117-3,水戸京成ホテル,茨城県,水戸,水戸,stage-117,117,水戸市民会館 グロービスホール,3,stage
352,stage-118-1,ダイワロイネットホテル水戸,茨城県,水戸,水戸,stage-118,118,ザ・ヒロサワ・シティ会館 大ホール,1,stage
353,stage-118-2,JR東日本ホテルメッツ 水戸,茨城県,水戸,水戸,stage-118,118,ザ・ヒロサワ・シティ会館 大ホール,2,stage
354,stage-118-3,水戸京成ホテル,茨城県,水戸,水戸,stage-118,118,ザ・ヒロサワ・シティ会館 大ホール,3,stage
355,stage-119-1,ダイワロイネットホテルつくば,茨城県,つくば,つくば,stage-119,119,ノバホール,1,stage
356,stage-119-2,ホテル日航つくば,茨城県,つくば,つくば,stage-119,119,ノバホール,2,stage
357,stage-119-3,ホテルJALシティつくば,茨城県,つくば,つくば,stage-119,119,ノバホール,3,stage
358,stage-120-1,JR東日本ホテルメッツ 宇都宮,栃木県,宇都宮,宇都宮,stage-120,120,宇都宮市文化会館 大ホール,1,stage
359,stage-120-2,ダイワロイネットホテル宇都宮,栃木県,宇都宮,宇都宮,stage-120,120,宇都宮市文化会館 大ホール,2,stage
360,stage-120-3,リッチモンドホテル宇都宮駅前,栃木県,宇都宮,宇都宮,stage-120,120,宇都宮市文化会館 大ホール,3,stage
361,stage-121-1,JR東日本ホテルメッツ 宇都宮,栃木県,宇都宮,宇都宮,stage-121,121,栃木県総合文化センター メインホール,1,stage
362,stage-121-2,ダイワロイネットホテル宇都宮,栃木県,宇都宮,宇都宮,stage-121,121,栃木県総合文化センター メインホール,2,stage
363,stage-121-3,リッチモンドホテル宇都宮駅前,栃木県,宇都宮,宇都宮,stage-121,121,栃木県総合文化センター メインホール,3,stage
364,stage-122-1,ホテルメトロポリタン高崎,群馬県,高崎,高崎,stage-122,122,高崎芸術劇場 大劇場,1,stage
365,stage-122-2,ホテルココ・グラン高崎,群馬県,高崎,高崎,stage-122,122,高崎芸術劇場 大劇場,2,stage
366,stage-122-3,アパホテル〈高崎駅前〉,群馬県,高崎,高崎,stage-122,122,高崎芸術劇場 大劇場,3,stage
367,stage-123-1,天然温泉 妙義の湯 ドーミーイン前橋,群馬県,前橋,前橋,stage-123,123,昌賢学園まえばしホール 大ホール,1,stage
368,stage-123-2,コンフォートホテル前橋,群馬県,前橋,前橋,stage-123,123,昌賢学園まえばしホール 大ホール,2,stage
369,stage-123-3,アパホテル〈前橋駅北〉,群馬県,前橋,前橋,stage-123,123,昌賢学園まえばしホール 大ホール,3,stage
370,stage-124-1,東横INN群馬太田駅南口,群馬県,太田,太田,stage-124,124,太田市民会館 ホール,1,stage
371,stage-124-2,ホテルルートインGrand太田駅前,群馬県,太田,太田,stage-124,124,太田市民会館 ホール,2,stage
372,stage-124-3,太田グランドホテル,群馬県,太田,太田,stage-124,124,太田市民会館 ホール,3,stage
373,stage-125-1,東横INN桐生駅南口,群馬県,桐生,桐生,stage-125,125,美喜仁桐生文化会館 シルクホール,1,stage
374,stage-125-2,エースホテル,群馬県,桐生,桐生,stage-125,125,美喜仁桐生文化会館 シルクホール,2,stage
375,stage-125-3,パークイン桐生,群馬県,桐生,桐生,stage-125,125,美喜仁桐生文化会館 シルクホール,3,stage
376,stage-126-1,JRイン札幌北2条,北海道,札幌・大通,札幌・大通,stage-126,126,札幌文化芸術劇場 hitaru,1,stage
377,stage-126-2,ザ ノット 札幌,北海道,札幌・大通,大通・すすきの,stage-126,126,札幌文化芸術劇場 hitaru,2,stage
378,stage-126-3,札幌ビューホテル大通公園,北海道,札幌・大通,大通,stage-126,126,札幌文化芸術劇場 hitaru,3,stage
379,stage-127-1,JRイン札幌北2条,北海道,札幌・大通,札幌・大通,stage-127,127,カナモトホール(札幌市民ホール),1,stage
380,stage-127-2,ザ ノット 札幌,北海道,札幌・大通,大通・すすきの,stage-127,127,カナモトホール(札幌市民ホール),2,stage
381,stage-127-3,札幌ビューホテル大通公園,北海道,札幌・大通,大通,stage-127,127,カナモトホール(札幌市民ホール),3,stage
382,stage-128-1,JRイン札幌北2条,北海道,西11丁目・大通,札幌・大通,stage-128,128,札幌市教育文化会館 大ホール,1,stage
383,stage-128-2,ザ ノット 札幌,北海道,西11丁目・大通,大通・すすきの,stage-128,128,札幌市教育文化会館 大ホール,2,stage
384,stage-128-3,札幌ビューホテル大通公園,北海道,西11丁目・大通,大通,stage-128,128,札幌市教育文化会館 大ホール,3,stage
385,stage-129-1,JRイン札幌北2条,北海道,札幌駅・大通,札幌・大通,stage-129,129,共済ホール,1,stage
386,stage-129-2,ザ ノット 札幌,北海道,札幌駅・大通,大通・すすきの,stage-129,129,共済ホール,2,stage
387,stage-129-3,札幌ビューホテル大通公園,北海道,札幌駅・大通,大通,stage-129,129,共済ホール,3,stage
388,stage-130-1,ベッセルイン札幌中島公園,北海道,中島公園・すすきの,中島公園,stage-130,130,Zepp Sapporo,1,stage
389,stage-130-2,イビススタイルズ札幌,北海道,中島公園・すすきの,中島公園,stage-130,130,Zepp Sapporo,2,stage
390,stage-130-3,ホテルマイステイズ札幌中島公園,北海道,中島公園・すすきの,中島公園,stage-130,130,Zepp Sapporo,3,stage
391,stage-131-1,JRイン旭川,北海道,旭川,旭川,stage-131,131,旭川市民文化会館 大ホール,1,stage
392,stage-131-2,ホテルウィングインターナショナル旭川駅前,北海道,旭川,旭川,stage-131,131,旭川市民文化会館 大ホール,2,stage
393,stage-131-3,ワイズホテル旭川駅前,北海道,旭川,旭川,stage-131,131,旭川市民文化会館 大ホール,3,stage
394,stage-132-1,JRイン函館,北海道,函館・湯の川,函館,stage-132,132,函館市民会館 大ホール,1,stage
395,stage-132-2,プレミアホテル-CABIN PRESIDENT-函館,北海道,函館・湯の川,函館,stage-132,132,函館市民会館 大ホール,2,stage
396,stage-132-3,東横INN北海道函館駅前朝市,北海道,函館・湯の川,函館,stage-132,132,函館市民会館 大ホール,3,stage
397,stage-133-1,JRイン帯広,北海道,帯広,帯広,stage-133,133,帯広市民文化ホール 大ホール,1,stage
398,stage-133-2,リッチモンドホテル帯広駅前,北海道,帯広,帯広,stage-133,133,帯広市民文化ホール 大ホール,2,stage
399,stage-133-3,ホテルグランテラス帯広,北海道,帯広,帯広,stage-133,133,帯広市民文化ホール 大ホール,3,stage
400,stage-134-1,ANAクラウンプラザホテル釧路,北海道,釧路,釧路,stage-134,134,コーチャンフォー釧路文化ホール 大ホール,1,stage
401,stage-134-2,コンフォートホテル釧路,北海道,釧路,釧路,stage-134,134,コーチャンフォー釧路文化ホール 大ホール,2,stage
402,stage-134-3,スーパーホテル釧路駅前,北海道,釧路,釧路,stage-134,134,コーチャンフォー釧路文化ホール 大ホール,3,stage
403,stage-135-1,ホテルJALシティ仙台,宮城県,仙台・榴ケ岡,仙台,stage-135,135,仙台サンプラザホール,1,stage
404,stage-135-2,ダイワロイネットホテル仙台西口 PREMIER,宮城県,仙台・榴ケ岡,仙台,stage-135,135,仙台サンプラザホール,2,stage
405,stage-135-3,コンフォートホテル仙台西口,宮城県,仙台・榴ケ岡,仙台,stage-135,135,仙台サンプラザホール,3,stage
406,stage-136-1,ホテル定禅寺,宮城県,勾当台公園,勾当台公園,stage-136,136,東京エレクトロンホール宮城,1,stage
407,stage-136-2,アパホテル〈仙台勾当台公園〉,宮城県,勾当台公園,勾当台公園,stage-136,136,東京エレクトロンホール宮城,2,stage
408,stage-136-3,ホテルプレミアムグリーンソブリン,宮城県,勾当台公園,勾当台公園,stage-136,136,東京エレクトロンホール宮城,3,stage
409,stage-137-1,仙台ロイヤルパークホテル,宮城県,泉中央,泉中央・泉区,stage-137,137,仙台銀行ホール イズミティ21 大ホール,1,stage
410,stage-137-2,ホテルルートイン仙台泉インター,宮城県,泉中央,泉区,stage-137,137,仙台銀行ホール イズミティ21 大ホール,2,stage
411,stage-137-3,スマイルホテル仙台泉インター,宮城県,泉中央,泉区,stage-137,137,仙台銀行ホール イズミティ21 大ホール,3,stage
412,stage-138-1,ホテル定禅寺,宮城県,広瀬通・勾当台公園,勾当台公園,stage-138,138,電力ホール,1,stage
413,stage-138-2,アパホテル〈仙台勾当台公園〉,宮城県,広瀬通・勾当台公園,勾当台公園,stage-138,138,電力ホール,2,stage
414,stage-138-3,ホテルプレミアムグリーンソブリン,宮城県,広瀬通・勾当台公園,勾当台公園,stage-138,138,電力ホール,3,stage
415,stage-139-1,ホテルグリーンシティ,宮城県,旭ヶ丘,北仙台,stage-139,139,日立システムズホール仙台 シアターホール,1,stage
416,stage-139-2,アパホテル〈仙台勾当台公園〉,宮城県,旭ヶ丘,勾当台公園,stage-139,139,日立システムズホール仙台 シアターホール,2,stage
417,stage-139-3,ホテル定禅寺,宮城県,旭ヶ丘,勾当台公園,stage-139,139,日立システムズホール仙台 シアターホール,3,stage
418,stage-140-1,ダイワロイネットホテル郡山駅前,福島県,郡山,郡山,stage-140,140,けんしん郡山文化センター 大ホール,1,stage
419,stage-140-2,ホテルグローバルビュー郡山,福島県,郡山,郡山,stage-140,140,けんしん郡山文化センター 大ホール,2,stage
