research_no,id,hotel_name,prefecture,station,jalan_url,jalan_hotel_name,verification_status,live_h1,live_title,name_similarity,prefecture_on_page,audit_status,error
607,stage-203-1,ホテル アゴーラ リージェンシー 大阪堺,大阪府,堺,https://www.jalan.net/yad392864/,ホテル アゴーラ リージェンシー 大阪堺,verified,ホテル アゴーラ リージェンシー 大阪堺の施設概要,ホテル アゴーラ リージェンシー 大阪堺 - 宿泊予約は＜じゃらんnet＞,0.97,True,match,
608,stage-203-2,ダイワロイネットホテル大阪堺東,大阪府,堺東,https://www.jalan.net/yad358825/,ダイワロイネットホテル堺東,verified_fuzzy,ダイワロイネットホテル堺東の施設概要,ダイワロイネットホテル堺東 - 宿泊予約は＜じゃらんnet＞,0.7879,True,likely_match,
609,stage-203-3,コンフォートホテル堺,大阪府,堺,https://www.jalan.net/yad386745/,コンフォートホテル堺,verified,コンフォートホテル堺の施設概要,コンフォートホテル堺 - 宿泊予約は＜じゃらんnet＞,0.97,True,match,
610,stage-204-1,ホテルアベストグランデ高槻,大阪府,高槻,https://www.jalan.net/yad311732/,ホテルアベストグランデ高槻 なごみの湯,verified,ホテルアベストグランデ高槻 なごみの湯の施設概要,ホテルアベストグランデ高槻 なごみの湯 - 宿泊予約は＜じゃらんnet＞,0.97,True,match,
611,stage-204-2,高槻W&Mホテル,大阪府,高槻市,https://www.jalan.net/yad310603/,高槻Ｗ＆Ｍホテル,verified,高槻Ｗ＆Ｍホテルの施設概要,高槻Ｗ＆Ｍホテル - 宿泊予約は＜じゃらんnet＞,0.97,True,match,
612,stage-204-3,ワークホテルアネックス天神の湯,大阪府,高槻,https://www.jalan.net/yad310619/,ワークホテルアネックス天神の湯,verified,ワークホテルアネックス天神の湯の施設概要,ワークホテルアネックス天神の湯 - 宿泊予約は＜じゃらんnet＞,0.97,True,match,
613,stage-205-1,大江戸温泉物語 箕面観光ホテル,大阪府,箕面,https://www.jalan.net/yad397608/,大江戸温泉物語Premium 箕面観光ホテル,manual_verified_web,大江戸温泉物語Premium 箕面観光ホテルの施設概要,大江戸温泉物語Premium 箕面観光ホテル - 宿泊予約は＜じゃらんnet＞,0.7,True,review_name,
614,stage-205-2,新大阪江坂東急REIホテル,大阪府,江坂,https://www.jalan.net/yad321471/,新大阪江坂東急REIホテル,verified,新大阪江坂東急REIホテルの施設概要,新大阪江坂東急REIホテル - 宿泊予約は＜じゃらんnet＞,0.97,True,match,
615,stage-205-3,サニーストンホテル,大阪府,江坂,https://www.jalan.net/yad321466/,サニーストンホテル,verified,サニーストンホテルの施設概要,サニーストンホテル - 宿泊予約は＜じゃらんnet＞,0.97,True,match,
616,stage-206-1,リッチモンドホテル東大阪,大阪府,長田,https://www.jalan.net/yad316640/,リッチモンドホテル東大阪,verified,リッチモンドホテル東大阪の施設概要,リッチモンドホテル東大阪 - 宿泊予約は＜じゃらんnet＞,0.97,True,match,
617,stage-206-2,ホテルウィングインターナショナルセレクト東大阪,大阪府,長田,https://www.jalan.net/yad338064/,KOKO HOTEL 東大阪,rebranded_current_page,KOKO HOTEL 東大阪の施設概要,KOKO HOTEL 東大阪 - 宿泊予約は＜じゃらんnet＞,0.15,True,suspect,
618,stage-206-3,U・コミュニティホテル,大阪府,河内小阪,https://www.jalan.net/yad335180/,U・コミュニティホテル（BBHホテルグループ）,verified,U・コミュニティホテル（BBHホテルグループ）の施設概要,U・コミュニティホテル（BBHホテルグループ） - 宿泊予約は＜じゃらんnet＞,0.97,True,match,
619,stage-207-1,ホテルA.P,大阪府,大阪空港・蛍池,https://www.jalan.net/yad320141/,ホテルA.P(大阪空港前),verified,ホテルA.P(大阪空港前)の施設概要,ホテルA.P(大阪空港前) - 宿泊予約は＜じゃらんnet＞,0.97,True,match,
620,stage-207-2,東横INN大阪伊丹空港,大阪府,大阪空港,https://www.jalan.net/yad343786/,東横ＩＮＮ大阪伊丹空港,verified,東横ＩＮＮ大阪伊丹空港の施設概要,東横ＩＮＮ大阪伊丹空港 - 宿泊予約は＜じゃらんnet＞,0.97,True,match,
621,stage-207-3,グリーンリッチホテル大阪空港前,大阪府,大阪空港,https://www.jalan.net/yad338432/,グリーンリッチホテル大阪空港前（人工温泉 二股湯の華）,verified,グリーンリッチホテル大阪空港前（人工温泉 二股湯の華）の施設概要,グリーンリッチホテル大阪空港前（人工温泉 二股湯の華） - 宿泊予約は＜じゃらんnet＞,0.97,True,match,
622,stage-208-1,ラ・ジェント・ホテル大阪ベイ,大阪府,桜島,https://www.jalan.net/yad392884/,ラ・ジェント・ホテル大阪ベイ,verified,ラ・ジェント・ホテル大阪ベイの施設概要,ラ・ジェント・ホテル大阪ベイ - 宿泊予約は＜じゃらんnet＞,0.97,True,match,
623,stage-208-2,ザ シンギュラリ ホテル&スカイスパ アット ユニバーサル・スタジオ・ジャパン,大阪府,ユニバーサルシティ,https://www.jalan.net/yad332153/,THE SINGULARI HOTEL ＆ SKYSPA at Universal Studios Japan,manual_verified,THE SINGULARI HOTEL ＆ SKYSPA at Universal Studios Japanの施設概要,THE SINGULARI HOTEL ＆ SKYSPA at Universal Studios Japan - 宿泊予約は＜じゃらんnet＞,0.0,True,suspect,
624,stage-208-3,ホテル京阪 ユニバーサル・タワー,大阪府,ユニバーサルシティ,https://www.jalan.net/yad302815/,ホテル京阪 ユニバーサル・タワー,verified,ホテル京阪 ユニバーサル・タワーの施設概要,ホテル京阪 ユニバーサル・タワー - 宿泊予約は＜じゃらんnet＞,0.97,True,match,
625,stage-209-1,ANAクラウンプラザホテル神戸,兵庫県,新神戸,https://www.jalan.net/yad331340/,ANAクラウンプラザホテル神戸 by IHG,verified,ANAクラウンプラザホテル神戸 by IHGの施設概要,ANAクラウンプラザホテル神戸 by IHG - 宿泊予約は＜じゃらんnet＞,0.97,True,match,
626,stage-209-2,ホテルピエナ神戸,兵庫県,三宮・新神戸,https://www.jalan.net/yad320806/,ホテルピエナ神戸,verified,ホテルピエナ神戸の施設概要,ホテルピエナ神戸 - 宿泊予約は＜じゃらんnet＞,0.97,True,match,
627,stage-209-3,神戸北野ホテル,兵庫県,北野・三宮,https://www.jalan.net/yad325790/,神戸北野ホテル,verified,神戸北野ホテルの施設概要,神戸北野ホテル - 宿泊予約は＜じゃらんnet＞,0.97,True,match,
628,stage-210-1,神戸ルミナスホテル三宮,兵庫県,三宮,https://www.jalan.net/yad359879/,神戸ルミナスホテル三宮,verified,神戸ルミナスホテル三宮の施設概要,神戸ルミナスホテル三宮 - 宿泊予約は＜じゃらんnet＞,0.97,True,match,
629,stage-210-2,ダイワロイネットホテル神戸三宮 PREMIER,兵庫県,三宮,https://www.jalan.net/yad398630/,ダイワロイネットホテル神戸三宮 PREMIER,verified,ダイワロイネットホテル神戸三宮 PREMIERの施設概要,ダイワロイネットホテル神戸三宮 PREMIER - 宿泊予約は＜じゃらんnet＞,0.97,True,match,
630,stage-210-3,コンフォートホテルERA神戸三宮,兵庫県,三宮,https://www.jalan.net/yad313503/,コンフォートホテルERA神戸三宮,verified,コンフォートホテルERA神戸三宮の施設概要,コンフォートホテルERA神戸三宮 - 宿泊予約は＜じゃらんnet＞,0.97,True,match,
631,stage-211-1,ホテルヒューイット甲子園,兵庫県,甲子園,https://www.jalan.net/yad323764/,ホテルヒューイット甲子園,verified,ホテルヒューイット甲子園の施設概要,ホテルヒューイット甲子園 - 宿泊予約は＜じゃらんnet＞,0.97,True,match,
632,stage-211-2,ホテル甲子園,兵庫県,甲子園,https://www.jalan.net/yad319201/,ホテル甲子園,verified,ホテル甲子園の施設概要,ホテル甲子園 - 宿泊予約は＜じゃらんnet＞,0.97,True,match,
633,stage-211-3,都ホテル 尼崎,兵庫県,尼崎,https://www.jalan.net/yad353164/,都ホテル 尼崎,verified,都ホテル 尼崎の施設概要,都ホテル 尼崎 - 宿泊予約は＜じゃらんnet＞,0.97,True,match,
634,stage-212-1,神戸ホテルジュラク,兵庫県,神戸,https://www.jalan.net/yad354378/,神戸ホテルジュラク,verified,神戸ホテルジュラクの施設概要,神戸ホテルジュラク - 宿泊予約は＜じゃらんnet＞,0.97,True,match,
635,stage-212-2,センチュリオンホテル グランド神戸駅前,兵庫県,神戸,https://www.jalan.net/yad376156/,センチュリオンホテルグランド神戸駅前,verified,センチュリオンホテルグランド神戸駅前の施設概要,センチュリオンホテルグランド神戸駅前 - 宿泊予約は＜じゃらんnet＞,0.97,True,match,
636,stage-212-3,神戸シティガーデンズホテル,兵庫県,神戸,https://www.jalan.net/yad312217/,神戸シティガーデンズホテル（旧 ホテル神戸四州園）,verified,神戸シティガーデンズホテル（旧 ホテル神戸四州園）の施設概要,神戸シティガーデンズホテル（旧 ホテル神戸四州園） - 宿泊予約は＜じゃらんnet＞,0.97,True,match,
637,stage-213-1,神戸ルミナスホテル三宮,兵庫県,三宮,https://www.jalan.net/yad359879/,神戸ルミナスホテル三宮,verified,神戸ルミナスホテル三宮の施設概要,神戸ルミナスホテル三宮 - 宿泊予約は＜じゃらんnet＞,0.97,True,match,
638,stage-213-2,ダイワロイネットホテル神戸三宮 PREMIER,兵庫県,三宮,https://www.jalan.net/yad398630/,ダイワロイネットホテル神戸三宮 PREMIER,verified,ダイワロイネットホテル神戸三宮 PREMIERの施設概要,ダイワロイネットホテル神戸三宮 PREMIER - 宿泊予約は＜じゃらんnet＞,0.97,True,match,
639,stage-213-3,コンフォートホテルERA神戸三宮,兵庫県,三宮,https://www.jalan.net/yad313503/,コンフォートホテルERA神戸三宮,verified,コンフォートホテルERA神戸三宮の施設概要,コンフォートホテルERA神戸三宮 - 宿泊予約は＜じゃらんnet＞,0.97,True,match,
640,stage-214-1,ホテルモントレ姫路,兵庫県,姫路,https://www.jalan.net/yad359234/,ホテルモントレ姫路,verified,ホテルモントレ姫路の施設概要,ホテルモントレ姫路 - 宿泊予約は＜じゃらんnet＞,0.97,True,match,
641,stage-214-2,ダイワロイネットホテル姫路,兵庫県,姫路,https://www.jalan.net/yad351448/,ダイワロイネットホテル姫路,verified,ダイワロイネットホテル姫路の施設概要,ダイワロイネットホテル姫路 - 宿泊予約は＜じゃらんnet＞,0.97,True,match,
642,stage-214-3,リッチモンドホテル姫路,兵庫県,姫路,https://www.jalan.net/yad339890/,リッチモンドホテル姫路,verified,リッチモンドホテル姫路の施設概要,リッチモンドホテル姫路 - 宿泊予約は＜じゃらんnet＞,0.97,True,match,
643,stage-215-1,都ホテル 尼崎,兵庫県,尼崎,https://www.jalan.net/yad353164/,都ホテル 尼崎,verified,都ホテル 尼崎の施設概要,都ホテル 尼崎 - 宿泊予約は＜じゃらんnet＞,0.97,True,match,
644,stage-215-2,ホテルヴィスキオ尼崎,兵庫県,尼崎,https://www.jalan.net/yad320322/,ホテルヴィスキオ尼崎,verified,ホテルヴィスキオ尼崎の施設概要,ホテルヴィスキオ尼崎 - 宿泊予約は＜じゃらんnet＞,0.97,True,match,
645,stage-215-3,尼崎プラザホテル 阪神尼崎,兵庫県,尼崎,https://www.jalan.net/yad376618/,尼崎プラザホテル阪神尼崎,verified,尼崎プラザホテル阪神尼崎の施設概要,尼崎プラザホテル阪神尼崎 - 宿泊予約は＜じゃらんnet＞,0.97,True,match,
646,stage-216-1,ホテルウィングインターナショナルプレミアム京都三条,京都府,三条・東山,https://www.jalan.net/yad330793/,KOKO HOTEL 京都三条,rebranded_current_page,KOKO HOTEL 京都三条の施設概要,KOKO HOTEL 京都三条 - 宿泊予約は＜じゃらんnet＞,0.186,True,suspect,
647,stage-216-2,ホテルマテリアル,京都府,東山,https://www.jalan.net/yad354346/,ＨＯＴＥＬ ＭＡＴＥＲＩＡＬ,manual_verified,ＨＯＴＥＬ ＭＡＴＥＲＩＡＬの施設概要,ＨＯＴＥＬ ＭＡＴＥＲＩＡＬ - 宿泊予約は＜じゃらんnet＞,0.0,True,suspect,
648,stage-216-3,ウェスティン都ホテル京都,京都府,蹴上,https://www.jalan.net/yad361088/,ウェスティン都ホテル京都,verified,ウェスティン都ホテル京都の施設概要,ウェスティン都ホテル京都 - 宿泊予約は＜じゃらんnet＞,0.97,True,match,
649,stage-217-1,ホテルウィングインターナショナルプレミアム京都三条,京都府,三条・東山,https://www.jalan.net/yad330793/,KOKO HOTEL 京都三条,rebranded_current_page,KOKO HOTEL 京都三条の施設概要,KOKO HOTEL 京都三条 - 宿泊予約は＜じゃらんnet＞,0.186,True,suspect,
650,stage-217-2,ホテルマテリアル,京都府,東山,https://www.jalan.net/yad354346/,ＨＯＴＥＬ ＭＡＴＥＲＩＡＬ,manual_verified,ＨＯＴＥＬ ＭＡＴＥＲＩＡＬの施設概要,ＨＯＴＥＬ ＭＡＴＥＲＩＡＬ - 宿泊予約は＜じゃらんnet＞,0.0,True,suspect,
651,stage-217-3,ウェスティン都ホテル京都,京都府,蹴上,https://www.jalan.net/yad361088/,ウェスティン都ホテル京都,verified,ウェスティン都ホテル京都の施設概要,ウェスティン都ホテル京都 - 宿泊予約は＜じゃらんnet＞,0.97,True,match,
652,stage-218-1,都ホテル 京都八条,京都府,京都,https://www.jalan.net/yad310077/,都ホテル 京都八条,verified,都ホテル 京都八条の施設概要,都ホテル 京都八条 - 宿泊予約は＜じゃらんnet＞,0.97,True,match,
653,stage-218-2,ダイワロイネットホテル京都テラス八条 PREMIER,京都府,京都,https://www.jalan.net/yad306786/,ダイワロイネットホテル京都テラス八条 PREMIER,verified,ダイワロイネットホテル京都テラス八条 PREMIERの施設概要,ダイワロイネットホテル京都テラス八条 PREMIER - 宿泊予約は＜じゃらんnet＞,0.97,True,match,
654,stage-218-3,ヴィアインプライム京都駅八条口,京都府,京都,https://www.jalan.net/yad367740/,ＪＲ西日本グループ ヴィアインプライム京都駅八条口,verified,ＪＲ西日本グループ ヴィアインプライム京都駅八条口の施設概要,ＪＲ西日本グループ ヴィアインプライム京都駅八条口 - 宿泊予約は＜じゃらんnet＞,0.97,True,match,
655,stage-219-1,ホテルミュッセ京都四条河原町名鉄,京都府,河原町,https://www.jalan.net/yad391887/,ホテルミュッセ京都四条河原町名鉄,verified,ホテルミュッセ京都四条河原町名鉄の施設概要,ホテルミュッセ京都四条河原町名鉄 - 宿泊予約は＜じゃらんnet＞,0.97,True,match,
656,stage-219-2,京都セントラルイン,京都府,河原町,https://www.jalan.net/yad353137/,京都セントラルイン,verified,京都セントラルインの施設概要,京都セントラルイン - 宿泊予約は＜じゃらんnet＞,0.97,True,match,
657,stage-219-3,ホテルフォルツァ京都四条河原町,京都府,河原町,https://www.jalan.net/yad397375/,FORZAホテルフォルツァ京都四条河原町,verified,FORZAホテルフォルツァ京都四条河原町の施設概要,FORZAホテルフォルツァ京都四条河原町 - 宿泊予約は＜じゃらんnet＞,0.97,True,match,
658,stage-220-1,ホテル日航奈良,奈良県,奈良,https://www.jalan.net/yad399780/,ホテル日航奈良,verified,ホテル日航奈良の施設概要,ホテル日航奈良 - 宿泊予約は＜じゃらんnet＞,0.97,True,match,
659,stage-220-2,ダイワロイネットホテル奈良,奈良県,奈良,https://www.jalan.net/yad308728/,天然温泉 奈良若草の湯 ダイワロイネットホテル奈良,verified,天然温泉 奈良若草の湯 ダイワロイネットホテル奈良の施設概要,天然温泉 奈良若草の湯 ダイワロイネットホテル奈良 - 宿泊予約は＜じゃらんnet＞,0.97,True,match,
660,stage-220-3,天然温泉 吉野桜の湯 御宿 野乃 奈良,奈良県,奈良,https://www.jalan.net/yad347886/,天然温泉 吉野桜の湯 御宿 野乃奈良（ドーミーインチェーン）,verified,天然温泉 吉野桜の湯 御宿 野乃奈良（ドーミーインチェーン）の施設概要,天然温泉 吉野桜の湯 御宿 野乃奈良（ドーミーインチェーン） - 宿泊予約は＜じゃらんnet＞,0.97,True,match,
661,stage-221-1,びわ湖ホテル,滋賀県,びわ湖浜大津,https://www.jalan.net/yad379554/,琵琶湖ホテル,manual_verified,琵琶湖ホテルの施設概要,琵琶湖ホテル - 宿泊予約は＜じゃらんnet＞,0.4706,True,suspect,
662,stage-221-2,HOTEL 講 大津百町,滋賀県,大津,,,no_current_jalan_link,,,,,no_url,
663,stage-221-3,東横INN京都琵琶湖大津,滋賀県,大津,https://www.jalan.net/yad383697/,東横ＩＮＮ京都琵琶湖大津,verified,東横ＩＮＮ京都琵琶湖大津の施設概要,東横ＩＮＮ京都琵琶湖大津 - 宿泊予約は＜じゃらんnet＞,0.97,True,match,
664,stage-222-1,ダイワロイネットホテル和歌山,和歌山県,和歌山,https://www.jalan.net/yad318333/,ダイワロイネットホテル和歌山,verified,ダイワロイネットホテル和歌山の施設概要,ダイワロイネットホテル和歌山 - 宿泊予約は＜じゃらんnet＞,0.97,True,match,
665,stage-222-2,天然温泉 紀州の湯 ドーミーインPREMIUM和歌山,和歌山県,和歌山,https://www.jalan.net/yad380232/,天然温泉 紀州の湯 ドーミーインＰＲＥＭＩＵＭ和歌山,verified,天然温泉 紀州の湯 ドーミーインＰＲＥＭＩＵＭ和歌山の施設概要,天然温泉 紀州の湯 ドーミーインＰＲＥＭＩＵＭ和歌山 - 宿泊予約は＜じゃらんnet＞,0.97,True,match,
666,stage-222-3,コンフォートホテル和歌山,和歌山県,和歌山,https://www.jalan.net/yad379936/,コンフォートホテル和歌山,verified,コンフォートホテル和歌山の施設概要,コンフォートホテル和歌山 - 宿泊予約は＜じゃらんnet＞,0.97,True,match,
667,stage-223-1,三井ガーデンホテル岡山,岡山県,岡山,https://www.jalan.net/yad322766/,三井ガーデンホテル岡山(2026年8月 全館リニューアルオープン),verified,三井ガーデンホテル岡山(2026年8月 全館リニューアルオープン)の施設概要,三井ガーデンホテル岡山(2026年8月 全館リニューアルオープン) - 宿泊予約は＜じゃらんnet＞,0.97,True,match,
668,stage-223-2,ダイワロイネットホテル岡山駅前,岡山県,岡山,https://www.jalan.net/yad304172/,ダイワロイネットホテル岡山駅前,verified,ダイワロイネットホテル岡山駅前の施設概要,ダイワロイネットホテル岡山駅前 - 宿泊予約は＜じゃらんnet＞,0.97,True,match,
669,stage-223-3,ホテルグランヴィア岡山,岡山県,岡山,https://www.jalan.net/yad318144/,ホテルグランヴィア岡山,verified,ホテルグランヴィア岡山の施設概要,ホテルグランヴィア岡山 - 宿泊予約は＜じゃらんnet＞,0.97,True,match,
670,stage-224-1,倉敷アイビースクエア,岡山県,倉敷,https://www.jalan.net/yad315803/,倉敷アイビースクエア,verified,倉敷アイビースクエアの施設概要,倉敷アイビースクエア - 宿泊予約は＜じゃらんnet＞,0.97,True,match,
671,stage-224-2,ロイヤルパークホテル倉敷,岡山県,倉敷,https://www.jalan.net/yad354682/,ロイヤルパークホテル倉敷,verified,ロイヤルパークホテル倉敷の施設概要,ロイヤルパークホテル倉敷 - 宿泊予約は＜じゃらんnet＞,0.97,True,match,
672,stage-224-3,センチュリオンホテル&スパ倉敷,岡山県,倉敷,https://www.jalan.net/yad302526/,センチュリオンホテル＆スパ倉敷,verified,センチュリオンホテル＆スパ倉敷の施設概要,センチュリオンホテル＆スパ倉敷 - 宿泊予約は＜じゃらんnet＞,0.97,True,match,
673,stage-225-1,三井ガーデンホテル広島,広島県,広島・中区,https://www.jalan.net/yad391095/,三井ガーデンホテル広島,verified,三井ガーデンホテル広島の施設概要,三井ガーデンホテル広島 - 宿泊予約は＜じゃらんnet＞,0.97,True,match,
674,stage-225-2,ダイワロイネットホテル広島,広島県,広島・中区,https://www.jalan.net/yad378150/,ダイワロイネットホテル広島,verified,ダイワロイネットホテル広島の施設概要,ダイワロイネットホテル広島 - 宿泊予約は＜じゃらんnet＞,0.97,True,match,
675,stage-225-3,ホテルインターゲート広島,広島県,広島・中区,https://www.jalan.net/yad342016/,ホテルインターゲート広島,verified,ホテルインターゲート広島の施設概要,ホテルインターゲート広島 - 宿泊予約は＜じゃらんnet＞,0.97,True,match,
676,stage-226-1,ホテルスイート広島 白島,広島県,白島,https://www.jalan.net/yad306604/,ホテルスイート広島 白島,verified,ホテルスイート広島 白島の施設概要,ホテルスイート広島 白島 - 宿泊予約は＜じゃらんnet＞,0.97,True,match,
677,stage-226-2,ヴィアインプライム広島新幹線口,広島県,広島,https://www.jalan.net/yad337466/,ＪＲ西日本グループ ヴィアインプライム広島新幹線口<紅葉の湯>,verified,ＪＲ西日本グループ ヴィアインプライム広島新幹線口<紅葉の湯>の施設概要,ＪＲ西日本グループ ヴィアインプライム広島新幹線口<紅葉の湯> - 宿泊予約は＜じゃらんnet＞,0.97,True,match,
678,stage-226-3,ダイワロイネットホテル広島駅前,広島県,広島,https://www.jalan.net/yad365410/,ダイワロイネットホテル広島駅前,verified,ダイワロイネットホテル広島駅前の施設概要,ダイワロイネットホテル広島駅前 - 宿泊予約は＜じゃらんnet＞,0.97,True,match,
679,stage-227-1,三井ガーデンホテル広島,広島県,広島・中区,https://www.jalan.net/yad391095/,三井ガーデンホテル広島,verified,三井ガーデンホテル広島の施設概要,三井ガーデンホテル広島 - 宿泊予約は＜じゃらんnet＞,0.97,True,match,
680,stage-227-2,ダイワロイネットホテル広島,広島県,広島・中区,https://www.jalan.net/yad378150/,ダイワロイネットホテル広島,verified,ダイワロイネットホテル広島の施設概要,ダイワロイネットホテル広島 - 宿泊予約は＜じゃらんnet＞,0.97,True,match,
681,stage-227-3,ホテルインターゲート広島,広島県,広島・中区,https://www.jalan.net/yad342016/,ホテルインターゲート広島,verified,ホテルインターゲート広島の施設概要,ホテルインターゲート広島 - 宿泊予約は＜じゃらんnet＞,0.97,True,match,
682,stage-228-1,呉阪急ホテル,広島県,呉,https://www.jalan.net/yad320802/,呉阪急ホテル,verified,呉阪急ホテルの施設概要,呉阪急ホテル - 宿泊予約は＜じゃらんnet＞,0.97,True,match,
683,stage-228-2,コンフォートホテル呉,広島県,呉,https://www.jalan.net/yad330900/,コンフォートホテル呉,verified,コンフォートホテル呉の施設概要,コンフォートホテル呉 - 宿泊予約は＜じゃらんnet＞,0.97,True,match,
684,stage-228-3,クレイトンベイホテル,広島県,呉,https://www.jalan.net/yad358100/,クレイトンベイホテル,verified,クレイトンベイホテルの施設概要,クレイトンベイホテル - 宿泊予約は＜じゃらんnet＞,0.97,True,match,
685,stage-229-1,福山ニューキャッスルホテル,広島県,福山,https://www.jalan.net/yad321232/,福山ニューキャッスルホテル,verified,福山ニューキャッスルホテルの施設概要,福山ニューキャッスルホテル - 宿泊予約は＜じゃらんnet＞,0.97,True,match,
686,stage-229-2,ダイワロイネットホテル福山駅前,広島県,福山,https://www.jalan.net/yad377029/,ダイワロイネットホテル福山駅前,verified,ダイワロイネットホテル福山駅前の施設概要,ダイワロイネットホテル福山駅前 - 宿泊予約は＜じゃらんnet＞,0.97,True,match,
687,stage-229-3,リッチモンドホテル福山駅前,広島県,福山,https://www.jalan.net/yad339594/,リッチモンドホテル福山駅前,verified,リッチモンドホテル福山駅前の施設概要,リッチモンドホテル福山駅前 - 宿泊予約は＜じゃらんnet＞,0.97,True,match,
688,stage-230-1,コンフォートホテル新山口,山口県,新山口,https://www.jalan.net/yad339664/,コンフォートホテル新山口,verified,コンフォートホテル新山口の施設概要,コンフォートホテル新山口 - 宿泊予約は＜じゃらんnet＞,0.97,True,match,
689,stage-230-2,東横INN新山口駅新幹線口,山口県,新山口,https://www.jalan.net/yad347583/,東横ＩＮＮ 新山口駅新幹線口,verified,東横ＩＮＮ 新山口駅新幹線口 の施設概要,東横ＩＮＮ 新山口駅新幹線口 - 宿泊予約は＜じゃらんnet＞,0.97,True,match,
690,stage-230-3,ホテルアクティブ!山口,山口県,新山口,https://www.jalan.net/yad345205/,ホテルアクティブ！山口,verified,ホテルアクティブ！山口の施設概要,ホテルアクティブ！山口 - 宿泊予約は＜じゃらんnet＞,0.97,True,match,
691,stage-231-1,松江エクセルホテル東急,島根県,松江,https://www.jalan.net/yad378620/,松江エクセルホテル東急,verified,松江エクセルホテル東急の施設概要,松江エクセルホテル東急 - 宿泊予約は＜じゃらんnet＞,0.97,True,match,
692,stage-231-2,ドーミーインEXPRESS松江,島根県,松江,https://www.jalan.net/yad377442/,ドーミーイン ＥＸＰＲＥＳＳ松江,verified,ドーミーイン ＥＸＰＲＥＳＳ松江の施設概要,ドーミーイン ＥＸＰＲＥＳＳ松江 - 宿泊予約は＜じゃらんnet＞,0.97,True,match,
693,stage-231-3,ホテルルートイン松江,島根県,松江,https://www.jalan.net/yad386217/,天然温泉「旅人の湯」 ホテルルートイン松江,manual_verified,天然温泉「旅人の湯」 ホテルルートイン松江の施設概要,天然温泉「旅人の湯」 ホテルルートイン松江 - 宿泊予約は＜じゃらんnet＞,0.97,True,match,
694,stage-232-1,ANAクラウンプラザホテル米子,鳥取県,米子,https://www.jalan.net/yad331034/,ANAクラウンプラザホテル米子 by IHG,verified,ANAクラウンプラザホテル米子 by IHGの施設概要,ANAクラウンプラザホテル米子 by IHG - 宿泊予約は＜じゃらんnet＞,0.97,True,match,
695,stage-232-2,グリーンリッチホテル米子駅前,鳥取県,米子,https://www.jalan.net/yad337668/,グリーンリッチホテル米子駅前（人工温泉 二股湯の華）,verified,グリーンリッチホテル米子駅前（人工温泉 二股湯の華）の施設概要,グリーンリッチホテル米子駅前（人工温泉 二股湯の華） - 宿泊予約は＜じゃらんnet＞,0.97,True,match,
696,stage-232-3,東横INN米子駅前,鳥取県,米子,https://www.jalan.net/yad326150/,東横ＩＮＮ米子駅前,verified,東横ＩＮＮ米子駅前の施設概要,東横ＩＮＮ米子駅前 - 宿泊予約は＜じゃらんnet＞,0.97,True,match,
697,stage-233-1,JRホテルクレメント高松,香川県,高松,https://www.jalan.net/yad302830/,ＪＲホテルクレメント高松,verified,ＪＲホテルクレメント高松の施設概要,ＪＲホテルクレメント高松 - 宿泊予約は＜じゃらんnet＞,0.97,True,match,
698,stage-233-2,ダイワロイネットホテル高松,香川県,高松,https://www.jalan.net/yad345014/,ダイワロイネットホテル高松,verified,ダイワロイネットホテル高松の施設概要,ダイワロイネットホテル高松 - 宿泊予約は＜じゃらんnet＞,0.97,True,match,
699,stage-233-3,コンフォートホテル高松,香川県,高松,https://www.jalan.net/yad304080/,コンフォートホテル高松,verified,コンフォートホテル高松の施設概要,コンフォートホテル高松 - 宿泊予約は＜じゃらんnet＞,0.97,True,match,
700,stage-234-1,JRホテルクレメント徳島,徳島県,徳島,https://www.jalan.net/yad312572/,ＪＲホテルクレメント徳島,verified,ＪＲホテルクレメント徳島の施設概要,ＪＲホテルクレメント徳島 - 宿泊予約は＜じゃらんnet＞,0.97,True,match,
701,stage-234-2,ダイワロイネットホテル徳島駅前,徳島県,徳島,https://www.jalan.net/yad370940/,ダイワロイネットホテル徳島駅前,verified,ダイワロイネットホテル徳島駅前の施設概要,ダイワロイネットホテル徳島駅前 - 宿泊予約は＜じゃらんnet＞,0.97,True,match,
702,stage-234-3,スマイルホテル徳島,徳島県,徳島,https://www.jalan.net/yad307165/,スマイルホテル徳島,verified,スマイルホテル徳島の施設概要,スマイルホテル徳島 - 宿泊予約は＜じゃらんnet＞,0.97,True,match,
703,stage-235-1,ANAクラウンプラザホテル松山,愛媛県,松山,https://www.jalan.net/yad310390/,ANAクラウンプラザホテル松山 by IHG,verified,ANAクラウンプラザホテル松山 by IHGの施設概要,ANAクラウンプラザホテル松山 by IHG - 宿泊予約は＜じゃらんnet＞,0.97,True,match,
704,stage-235-2,ダイワロイネットホテル松山,愛媛県,松山,https://www.jalan.net/yad389020/,ダイワロイネットホテル松山,verified,ダイワロイネットホテル松山の施設概要,ダイワロイネットホテル松山 - 宿泊予約は＜じゃらんnet＞,0.97,True,match,
705,stage-235-3,コンフォートホテル松山,愛媛県,松山,https://www.jalan.net/yad324324/,コンフォートホテル松山,verified,コンフォートホテル松山の施設概要,コンフォートホテル松山 - 宿泊予約は＜じゃらんnet＞,0.97,True,match,
