no,id,hotel_name,venue_name,venue_id,venue_number,rank,jalan_yad_no,jalan_url,url_source
270,stage-090-3,ホテルウィングインターナショナル相模原,相模女子大学グリーンホール 大ホール,stage-090,90,3,,,missing
271,stage-091-1,アパホテル〈相模原 橋本駅前〉,杜のホールはしもと ホール,stage-091,91,1,,,missing
272,stage-091-2,アイホテル橋本,杜のホールはしもと ホール,stage-091,91,2,,,missing
273,stage-091-3,橋本パークホテル,杜のホールはしもと ホール,stage-091,91,3,,,missing
274,stage-092-1,相鉄フレッサイン 鎌倉大船駅笠間口,鎌倉芸術館 大ホール,stage-092,92,1,,,missing
275,stage-092-2,相鉄フレッサイン 鎌倉大船駅東口,鎌倉芸術館 大ホール,stage-092,92,2,,,missing
276,stage-092-3,JR東日本ホテルメッツ かまくら大船,鎌倉芸術館 大ホール,stage-092,92,3,,,missing
277,stage-093-1,東横INN小田原駅東口,小田原三の丸ホール 大ホール,stage-093,93,1,,,missing
278,stage-093-2,天成園 小田原駅 別館,小田原三の丸ホール 大ホール,stage-093,93,2,,,missing
279,stage-093-3,小田原ターミナルホテル,小田原三の丸ホール 大ホール,stage-093,93,3,,,missing
280,stage-094-1,東横INN湘南平塚駅北口1,ひらしん平塚文化芸術ホール 大ホール,stage-094,94,1,,,missing
281,stage-094-2,東横INN湘南平塚駅北口2,ひらしん平塚文化芸術ホール 大ホール,stage-094,94,2,,,missing
282,stage-094-3,3S HOTEL HIRATSUKA,ひらしん平塚文化芸術ホール 大ホール,stage-094,94,3,,,missing
283,stage-095-1,日和ホテル舞浜,舞浜アンフィシアター,stage-095,95,1,,,missing
284,stage-095-2,ホテルマイステイズ舞浜,舞浜アンフィシアター,stage-095,95,2,,,missing
285,stage-095-3,変なホテル舞浜 東京ベイ,舞浜アンフィシアター,stage-095,95,3,,,missing
286,stage-096-1,アパホテル&リゾート〈東京ベイ幕張〉,幕張メッセ 幕張イベントホール,stage-096,96,1,,,missing
287,stage-096-2,ホテルスプリングス幕張プレミア,幕張メッセ 幕張イベントホール,stage-096,96,2,,,missing
288,stage-096-3,ホテルフランクス,幕張メッセ 幕張イベントホール,stage-096,96,3,,,missing
289,stage-097-1,市川グランドホテル,市川市文化会館 大ホール,stage-097,97,1,,,missing
290,stage-097-2,スーパーホテル東西線・市川・妙典駅前,市川市文化会館 大ホール,stage-097,97,2,,,missing
291,stage-097-3,東横INN西船橋原木インター,市川市文化会館 大ホール,stage-097,97,3,,,missing
292,stage-098-1,東横INN松戸駅東口,森のホール21 大ホール,stage-098,98,1,,,missing
293,stage-098-2,ホテルルートイン北松戸駅前,森のホール21 大ホール,stage-098,98,2,,,missing
294,stage-098-3,新松戸ステーションホテル,森のホール21 大ホール,stage-098,98,3,,,missing
295,stage-099-1,ダイワロイネットホテル千葉中央,千葉県文化会館 大ホール,stage-099,99,1,,,missing
296,stage-099-2,京成ホテルミラマーレ,千葉県文化会館 大ホール,stage-099,99,2,,,missing
297,stage-099-3,アパホテル〈千葉中央駅前〉,千葉県文化会館 大ホール,stage-099,99,3,,,missing
298,stage-100-1,ダイワロイネットホテル千葉中央,千葉市民会館 大ホール,stage-100,100,1,,,missing
299,stage-100-2,京成ホテルミラマーレ,千葉市民会館 大ホール,stage-100,100,2,,,missing
300,stage-100-3,アパホテル〈千葉中央駅前〉,千葉市民会館 大ホール,stage-100,100,3,,,missing
301,stage-101-1,ダイワロイネットホテル千葉中央,青葉の森公園芸術文化ホール,stage-101,101,1,,,missing
302,stage-101-2,京成ホテルミラマーレ,青葉の森公園芸術文化ホール,stage-101,101,2,,,missing
303,stage-101-3,アパホテル〈千葉中央駅前〉,青葉の森公園芸術文化ホール,stage-101,101,3,,,missing
304,stage-102-1,浦安サンホテル,浦安市文化会館 大ホール,stage-102,102,1,,,missing
305,stage-102-2,BAY HOTEL 浦安駅前,浦安市文化会館 大ホール,stage-102,102,2,,,missing
306,stage-102-3,マイステイズ新浦安コンファレンスセンター,浦安市文化会館 大ホール,stage-102,102,3,,,missing
307,stage-103-1,相鉄フレッサイン 千葉柏,柏市民文化会館 大ホール,stage-103,103,1,,,missing
308,stage-103-2,ザ・クレストホテル柏,柏市民文化会館 大ホール,stage-103,103,2,,,missing
309,stage-103-3,東横INN柏駅西口,柏市民文化会館 大ホール,stage-103,103,3,,,missing
310,stage-104-1,JR東日本ホテルメッツ 船橋,船橋市民文化ホール,stage-104,104,1,,,missing
311,stage-104-2,ホテルフローラ船橋,船橋市民文化ホール,stage-104,104,2,,,missing
312,stage-104-3,X wave 船橋,船橋市民文化ホール,stage-104,104,3,,,missing
313,stage-105-1,パレスホテル大宮,大宮ソニックシティ 大ホール,stage-105,105,1,,,missing
314,stage-105-2,ダイワロイネットホテル大宮西口,大宮ソニックシティ 大ホール,stage-105,105,2,,,missing
315,stage-105-3,カンデオホテルズ大宮,大宮ソニックシティ 大ホール,stage-105,105,3,,,missing
316,stage-106-1,パレスホテル大宮,RaiBoC Hall(さいたま市民会館おおみや)大ホール,stage-106,106,1,,,missing
317,stage-106-2,ダイワロイネットホテル大宮西口,RaiBoC Hall(さいたま市民会館おおみや)大ホール,stage-106,106,2,,,missing
318,stage-106-3,カンデオホテルズ大宮,RaiBoC Hall(さいたま市民会館おおみや)大ホール,stage-106,106,3,,,missing
319,stage-107-1,ホテルニュー埼玉,さいたま市文化センター 大ホール,stage-107,107,1,,,missing
320,stage-107-2,JR東日本ホテルメッツ 浦和,さいたま市文化センター 大ホール,stage-107,107,2,,,missing
321,stage-107-3,浦和ワシントンホテル,さいたま市文化センター 大ホール,stage-107,107,3,,,missing
322,stage-108-1,東横INNさいたま新都心,彩の国さいたま芸術劇場 大ホール,stage-108,108,1,,,missing
323,stage-108-2,ホテルメトロポリタンさいたま新都心,彩の国さいたま芸術劇場 大ホール,stage-108,108,2,,,missing
324,stage-108-3,アパホテル〈さいたま新都心駅北〉,彩の国さいたま芸術劇場 大ホール,stage-108,108,3,,,missing
325,stage-109-1,東横INNさいたま新都心,彩の国さいたま芸術劇場 小ホール,stage-109,109,1,,,missing
326,stage-109-2,ホテルメトロポリタンさいたま新都心,彩の国さいたま芸術劇場 小ホール,stage-109,109,2,,,missing
327,stage-109-3,アパホテル〈さいたま新都心駅北〉,彩の国さいたま芸術劇場 小ホール,stage-109,109,3,,,missing
328,stage-110-1,JR東日本ホテルメッツ 浦和,埼玉会館 大ホール,stage-110,110,1,,,missing
329,stage-110-2,浦和ワシントンホテル,埼玉会館 大ホール,stage-110,110,2,,,missing
330,stage-110-3,ロイヤルパインズホテル浦和,埼玉会館 大ホール,stage-110,110,3,,,missing
331,stage-111-1,東横INN北戸田駅東口,戸田市文化会館,stage-111,111,1,,,missing
332,stage-111-2,東横INN西川口駅,戸田市文化会館,stage-111,111,2,,,missing
333,stage-111-3,西川口ステーションホテル ステイラウンジ,戸田市文化会館,stage-111,111,3,,,missing
334,stage-112-1,和光市東武ホテル,和光市民文化センター サンアゼリア 大ホール,stage-112,112,1,,,missing
335,stage-112-2,東横INN北朝霞駅西口,和光市民文化センター サンアゼリア 大ホール,stage-112,112,2,,,missing
336,stage-112-3,スマイルホテル北朝霞,和光市民文化センター サンアゼリア 大ホール,stage-112,112,3,,,missing
337,stage-113-1,川越東武ホテル,ウェスタ川越 大ホール,stage-113,113,1,,,missing
338,stage-113-2,川越プリンスホテル,ウェスタ川越 大ホール,stage-113,113,2,,,missing
339,stage-113-3,スーパーホテル埼玉・川越,ウェスタ川越 大ホール,stage-113,113,3,,,missing
340,stage-114-1,東横INN三郷中央駅前,三郷市文化会館 大ホール,stage-114,114,1,,,missing
341,stage-114-2,ホテルサンクローバー三郷,三郷市文化会館 大ホール,stage-114,114,2,,,missing
342,stage-114-3,東横INN八潮駅前,三郷市文化会館 大ホール,stage-114,114,3,,,missing
343,stage-115-1,所沢パークホテル,所沢市民文化センター ミューズ マーキーホール,stage-115,115,1,,,missing
344,stage-115-2,久米川ウィングホテル,所沢市民文化センター ミューズ マーキーホール,stage-115,115,2,,,missing
345,stage-115-3,ビジネスホテル マーキュリー,所沢市民文化センター ミューズ マーキーホール,stage-115,115,3,,,missing
346,stage-116-1,所沢パークホテル,ところざわサクラタウン ジャパンパビリオン ホールA,stage-116,116,1,,,missing
347,stage-116-2,久米川ウィングホテル,ところざわサクラタウン ジャパンパビリオン ホールA,stage-116,116,2,,,missing
348,stage-116-3,ビジネスホテル マーキュリー,ところざわサクラタウン ジャパンパビリオン ホールA,stage-116,116,3,,,missing
349,stage-117-1,ダイワロイネットホテル水戸,水戸市民会館 グロービスホール,stage-117,117,1,,,missing
350,stage-117-2,JR東日本ホテルメッツ 水戸,水戸市民会館 グロービスホール,stage-117,117,2,,,missing
351,stage-117-3,水戸京成ホテル,水戸市民会館 グロービスホール,stage-117,117,3,,,missing
352,stage-118-1,ダイワロイネットホテル水戸,ザ・ヒロサワ・シティ会館 大ホール,stage-118,118,1,,,missing
353,stage-118-2,JR東日本ホテルメッツ 水戸,ザ・ヒロサワ・シティ会館 大ホール,stage-118,118,2,,,missing
354,stage-118-3,水戸京成ホテル,ザ・ヒロサワ・シティ会館 大ホール,stage-118,118,3,,,missing
355,stage-119-1,ダイワロイネットホテルつくば,ノバホール,stage-119,119,1,,,missing
356,stage-119-2,ホテル日航つくば,ノバホール,stage-119,119,2,,,missing
357,stage-119-3,ホテルJALシティつくば,ノバホール,stage-119,119,3,,,missing
358,stage-120-1,JR東日本ホテルメッツ 宇都宮,宇都宮市文化会館 大ホール,stage-120,120,1,,,missing
359,stage-120-2,ダイワロイネットホテル宇都宮,宇都宮市文化会館 大ホール,stage-120,120,2,,,missing
360,stage-120-3,リッチモンドホテル宇都宮駅前,宇都宮市文化会館 大ホール,stage-120,120,3,,,missing
361,stage-121-1,JR東日本ホテルメッツ 宇都宮,栃木県総合文化センター メインホール,stage-121,121,1,,,missing
362,stage-121-2,ダイワロイネットホテル宇都宮,栃木県総合文化センター メインホール,stage-121,121,2,,,missing
363,stage-121-3,リッチモンドホテル宇都宮駅前,栃木県総合文化センター メインホール,stage-121,121,3,,,missing
364,stage-122-1,ホテルメトロポリタン高崎,高崎芸術劇場 大劇場,stage-122,122,1,,,missing
365,stage-122-2,ホテルココ・グラン高崎,高崎芸術劇場 大劇場,stage-122,122,2,,,missing
366,stage-122-3,アパホテル〈高崎駅前〉,高崎芸術劇場 大劇場,stage-122,122,3,,,missing
367,stage-123-1,天然温泉 妙義の湯 ドーミーイン前橋,昌賢学園まえばしホール 大ホール,stage-123,123,1,,,missing
368,stage-123-2,コンフォートホテル前橋,昌賢学園まえばしホール 大ホール,stage-123,123,2,,,missing
369,stage-123-3,アパホテル〈前橋駅北〉,昌賢学園まえばしホール 大ホール,stage-123,123,3,,,missing
370,stage-124-1,東横INN群馬太田駅南口,太田市民会館 ホール,stage-124,124,1,,,missing
371,stage-124-2,ホテルルートインGrand太田駅前,太田市民会館 ホール,stage-124,124,2,,,missing
372,stage-124-3,太田グランドホテル,太田市民会館 ホール,stage-124,124,3,,,missing
373,stage-125-1,東横INN桐生駅南口,美喜仁桐生文化会館 シルクホール,stage-125,125,1,,,missing
374,stage-125-2,エースホテル,美喜仁桐生文化会館 シルクホール,stage-125,125,2,,,missing
375,stage-125-3,パークイン桐生,美喜仁桐生文化会館 シルクホール,stage-125,125,3,,,missing
376,stage-126-1,JRイン札幌北2条,札幌文化芸術劇場 hitaru,stage-126,126,1,,,missing
377,stage-126-2,ザ ノット 札幌,札幌文化芸術劇場 hitaru,stage-126,126,2,,,missing
378,stage-126-3,札幌ビューホテル大通公園,札幌文化芸術劇場 hitaru,stage-126,126,3,,,missing
379,stage-127-1,JRイン札幌北2条,カナモトホール(札幌市民ホール),stage-127,127,1,,,missing
380,stage-127-2,ザ ノット 札幌,カナモトホール(札幌市民ホール),stage-127,127,2,,,missing
381,stage-127-3,札幌ビューホテル大通公園,カナモトホール(札幌市民ホール),stage-127,127,3,,,missing
382,stage-128-1,JRイン札幌北2条,札幌市教育文化会館 大ホール,stage-128,128,1,,,missing
383,stage-128-2,ザ ノット 札幌,札幌市教育文化会館 大ホール,stage-128,128,2,,,missing
384,stage-128-3,札幌ビューホテル大通公園,札幌市教育文化会館 大ホール,stage-128,128,3,,,missing
385,stage-129-1,JRイン札幌北2条,共済ホール,stage-129,129,1,,,missing
386,stage-129-2,ザ ノット 札幌,共済ホール,stage-129,129,2,,,missing
387,stage-129-3,札幌ビューホテル大通公園,共済ホール,stage-129,129,3,,,missing
388,stage-130-1,ベッセルイン札幌中島公園,Zepp Sapporo,stage-130,130,1,,,missing
389,stage-130-2,イビススタイルズ札幌,Zepp Sapporo,stage-130,130,2,,,missing
390,stage-130-3,ホテルマイステイズ札幌中島公園,Zepp Sapporo,stage-130,130,3,,,missing
391,stage-131-1,JRイン旭川,旭川市民文化会館 大ホール,stage-131,131,1,,,missing
392,stage-131-2,ホテルウィングインターナショナル旭川駅前,旭川市民文化会館 大ホール,stage-131,131,2,,,missing
393,stage-131-3,ワイズホテル旭川駅前,旭川市民文化会館 大ホール,stage-131,131,3,,,missing
394,stage-132-1,JRイン函館,函館市民会館 大ホール,stage-132,132,1,,,missing
395,stage-132-2,プレミアホテル-CABIN PRESIDENT-函館,函館市民会館 大ホール,stage-132,132,2,,,missing
396,stage-132-3,東横INN北海道函館駅前朝市,函館市民会館 大ホール,stage-132,132,3,,,missing
397,stage-133-1,JRイン帯広,帯広市民文化ホール 大ホール,stage-133,133,1,,,missing
398,stage-133-2,リッチモンドホテル帯広駅前,帯広市民文化ホール 大ホール,stage-133,133,2,,,missing
399,stage-133-3,ホテルグランテラス帯広,帯広市民文化ホール 大ホール,stage-133,133,3,,,missing
400,stage-134-1,ANAクラウンプラザホテル釧路,コーチャンフォー釧路文化ホール 大ホール,stage-134,134,1,,,missing
401,stage-134-2,コンフォートホテル釧路,コーチャンフォー釧路文化ホール 大ホール,stage-134,134,2,,,missing
402,stage-134-3,スーパーホテル釧路駅前,コーチャンフォー釧路文化ホール 大ホール,stage-134,134,3,,,missing
403,stage-135-1,ホテルJALシティ仙台,仙台サンプラザホール,stage-135,135,1,,,missing
404,stage-135-2,ダイワロイネットホテル仙台西口 PREMIER,仙台サンプラザホール,stage-135,135,2,,,missing
405,stage-135-3,コンフォートホテル仙台西口,仙台サンプラザホール,stage-135,135,3,,,missing
406,stage-136-1,ホテル定禅寺,東京エレクトロンホール宮城,stage-136,136,1,,,missing
407,stage-136-2,アパホテル〈仙台勾当台公園〉,東京エレクトロンホール宮城,stage-136,136,2,,,missing
408,stage-136-3,ホテルプレミアムグリーンソブリン,東京エレクトロンホール宮城,stage-136,136,3,,,missing
409,stage-137-1,仙台ロイヤルパークホテル,仙台銀行ホール イズミティ21 大ホール,stage-137,137,1,,,missing
410,stage-137-2,ホテルルートイン仙台泉インター,仙台銀行ホール イズミティ21 大ホール,stage-137,137,2,,,missing
411,stage-137-3,スマイルホテル仙台泉インター,仙台銀行ホール イズミティ21 大ホール,stage-137,137,3,,,missing
412,stage-138-1,ホテル定禅寺,電力ホール,stage-138,138,1,,,missing
413,stage-138-2,アパホテル〈仙台勾当台公園〉,電力ホール,stage-138,138,2,,,missing
414,stage-138-3,ホテルプレミアムグリーンソブリン,電力ホール,stage-138,138,3,,,missing
415,stage-139-1,ホテルグリーンシティ,日立システムズホール仙台 シアターホール,stage-139,139,1,,,missing
416,stage-139-2,アパホテル〈仙台勾当台公園〉,日立システムズホール仙台 シアターホール,stage-139,139,2,,,missing
417,stage-139-3,ホテル定禅寺,日立システムズホール仙台 シアターホール,stage-139,139,3,,,missing
418,stage-140-1,ダイワロイネットホテル郡山駅前,けんしん郡山文化センター 大ホール,stage-140,140,1,,,missing
419,stage-140-2,ホテルグローバルビュー郡山,けんしん郡山文化センター 大ホール,stage-140,140,2,,,missing
420,stage-140-3,コンフォートホテル郡山,けんしん郡山文化センター 大ホール,stage-140,140,3,,,missing
421,stage-141-1,ホテルルートインいわき駅前,いわき芸術文化交流館アリオス アルパイン大ホール,stage-141,141,1,,,missing
422,stage-141-2,東横INNいわき駅前,いわき芸術文化交流館アリオス アルパイン大ホール,stage-141,141,2,,,missing
423,stage-141-3,サンライズインいわき,いわき芸術文化交流館アリオス アルパイン大ホール,stage-141,141,3,,,missing
424,stage-142-1,リッチモンドホテル秋田駅前,あきた芸術劇場ミルハス 大ホール,stage-142,142,1,,,missing
425,stage-142-2,ホテルメトロポリタン秋田,あきた芸術劇場ミルハス 大ホール,stage-142,142,2,,,missing
426,stage-142-3,ANAクラウンプラザホテル秋田,あきた芸術劇場ミルハス 大ホール,stage-142,142,3,,,missing
427,stage-143-1,リッチモンドホテル盛岡駅前,盛岡市民文化ホール 大ホール,stage-143,143,1,,,missing
428,stage-143-2,ダイワロイネットホテル盛岡駅前,盛岡市民文化ホール 大ホール,stage-143,143,2,,,missing
429,stage-143-3,ホテルメトロポリタン盛岡 NEW WING,盛岡市民文化ホール 大ホール,stage-143,143,3,,,missing
430,stage-144-1,リッチモンドホテル盛岡駅前,トーサイクラシックホール岩手 大ホール,stage-144,144,1,,,missing
431,stage-144-2,ダイワロイネットホテル盛岡駅前,トーサイクラシックホール岩手 大ホール,stage-144,144,2,,,missing
432,stage-144-3,ホテルメトロポリタン盛岡 NEW WING,トーサイクラシックホール岩手 大ホール,stage-144,144,3,,,missing
433,stage-145-1,ダイワロイネットホテル青森,リンクステーションホール青森,stage-145,145,1,,,missing
434,stage-145-2,ホテルJALシティ青森,リンクステーションホール青森,stage-145,145,2,,,missing
435,stage-145-3,リッチモンドホテル青森,リンクステーションホール青森,stage-145,145,3,,,missing
436,stage-146-1,ダイワロイネットホテル山形駅前,やまぎん県民ホール 大ホール,stage-146,146,1,,,missing
437,stage-146-2,ホテルメトロポリタン山形,やまぎん県民ホール 大ホール,stage-146,146,2,,,missing
438,stage-146-3,コンフォートホテル山形,やまぎん県民ホール 大ホール,stage-146,146,3,,,missing
439,stage-147-1,ホテルフォルクローロ高畠,シェルターなんようホール 大ホール,stage-147,147,1,,,missing
440,stage-147-2,ホテルモントビュー米沢,シェルターなんようホール 大ホール,stage-147,147,2,,,missing
441,stage-147-3,東横INN米沢駅前,シェルターなんようホール 大ホール,stage-147,147,3,,,missing
442,stage-148-1,ホテル日航新潟,新潟県民会館 大ホール,stage-148,148,1,,,missing
443,stage-148-2,アパホテル&リゾート〈新潟駅前大通〉,新潟県民会館 大ホール,stage-148,148,2,,,missing
444,stage-148-3,JR東日本ホテルメッツ 新潟,新潟県民会館 大ホール,stage-148,148,3,,,missing
445,stage-149-1,ホテル日航新潟,りゅーとぴあ 新潟市民芸術文化会館 劇場,stage-149,149,1,,,missing
446,stage-149-2,アパホテル&リゾート〈新潟駅前大通〉,りゅーとぴあ 新潟市民芸術文化会館 劇場,stage-149,149,2,,,missing
447,stage-149-3,JR東日本ホテルメッツ 新潟,りゅーとぴあ 新潟市民芸術文化会館 劇場,stage-149,149,3,,,missing
448,stage-150-1,ホテル日航新潟,新潟テルサ,stage-150,150,1,,,missing
449,stage-150-2,アパホテル&リゾート〈新潟駅前大通〉,新潟テルサ,stage-150,150,2,,,missing
450,stage-150-3,JR東日本ホテルメッツ 新潟,新潟テルサ,stage-150,150,3,,,missing
451,stage-151-1,ホテルニューオータニ長岡,長岡市立劇場 大ホール,stage-151,151,1,,,missing
452,stage-151-2,JR東日本ホテルメッツ 長岡,長岡市立劇場 大ホール,stage-151,151,2,,,missing
453,stage-151-3,ホテル法華クラブ新潟長岡,長岡市立劇場 大ホール,stage-151,151,3,,,missing
454,stage-152-1,ダイワロイネットホテル富山駅前,オーバード・ホール 大ホール,stage-152,152,1,,,missing
455,stage-152-2,ホテルJALシティ富山,オーバード・ホール 大ホール,stage-152,152,2,,,missing
456,stage-152-3,富山エクセルホテル東急,オーバード・ホール 大ホール,stage-152,152,3,,,missing
457,stage-153-1,ダイワロイネットホテル富山駅前,オーバード・ホール 中ホール,stage-153,153,1,,,missing
458,stage-153-2,ホテルJALシティ富山,オーバード・ホール 中ホール,stage-153,153,2,,,missing
459,stage-153-3,富山エクセルホテル東急,オーバード・ホール 中ホール,stage-153,153,3,,,missing
460,stage-154-1,ダイワロイネットホテル富山駅前,富山県民会館 ホール,stage-154,154,1,,,missing
461,stage-154-2,ホテルJALシティ富山,富山県民会館 ホール,stage-154,154,2,,,missing
462,stage-154-3,富山エクセルホテル東急,富山県民会館 ホール,stage-154,154,3,,,missing
463,stage-155-1,ホテルフォルツァ金沢,本多の森 北電ホール,stage-155,155,1,,,missing
464,stage-155-2,三井ガーデンホテル金沢,本多の森 北電ホール,stage-155,155,2,,,missing
465,stage-155-3,東急ステイ金沢,本多の森 北電ホール,stage-155,155,3,,,missing
466,stage-156-1,ホテルフォルツァ金沢,金沢歌劇座,stage-156,156,1,,,missing
467,stage-156-2,三井ガーデンホテル金沢,金沢歌劇座,stage-156,156,2,,,missing
468,stage-156-3,東急ステイ金沢,金沢歌劇座,stage-156,156,3,,,missing
469,stage-157-1,ホテルフォルツァ金沢,北國新聞赤羽ホール,stage-157,157,1,,,missing
470,stage-157-2,三井ガーデンホテル金沢,北國新聞赤羽ホール,stage-157,157,2,,,missing
471,stage-157-3,東急ステイ金沢,北國新聞赤羽ホール,stage-157,157,3,,,missing
472,stage-158-1,コートヤード・バイ・マリオット福井,フェニックス・プラザ エルピス大ホール,stage-158,158,1,,,missing
473,stage-158-2,ホテルフジタ福井,フェニックス・プラザ エルピス大ホール,stage-158,158,2,,,missing
474,stage-158-3,ドーミーインPREMIUM福井,フェニックス・プラザ エルピス大ホール,stage-158,158,3,,,missing
475,stage-159-1,コートヤード・バイ・マリオット福井,福井県立音楽堂 ハーモニーホールふくい 大ホール,stage-159,159,1,,,missing
476,stage-159-2,ホテルフジタ福井,福井県立音楽堂 ハーモニーホールふくい 大ホール,stage-159,159,2,,,missing
477,stage-159-3,ドーミーインPREMIUM福井,福井県立音楽堂 ハーモニーホールふくい 大ホール,stage-159,159,3,,,missing
478,stage-160-1,天然温泉 勝運の湯 ドーミーイン甲府丸の内,YCC県民文化ホール 大ホール,stage-160,160,1,,,missing
479,stage-160-2,東横INN甲府駅南口2,YCC県民文化ホール 大ホール,stage-160,160,2,,,missing
480,stage-160-3,古名屋ホテル,YCC県民文化ホール 大ホール,stage-160,160,3,,,missing
481,stage-161-1,河口湖ホテル,河口湖ステラシアター,stage-161,161,1,,,missing
482,stage-161-2,東横INN富士河口湖大橋,河口湖ステラシアター,stage-161,161,2,,,missing
483,stage-161-3,ホテルルートイン河口湖,河口湖ステラシアター,stage-161,161,3,,,missing
484,stage-162-1,いろはグランホテル松本駅前,キッセイ文化ホール 大ホール,stage-162,162,1,,,missing
485,stage-162-2,リッチモンドホテル松本,キッセイ文化ホール 大ホール,stage-162,162,2,,,missing
486,stage-162-3,プレミアホテル-CABIN-松本,キッセイ文化ホール 大ホール,stage-162,162,3,,,missing
487,stage-163-1,いろはグランホテル松本駅前,まつもと市民芸術館 主ホール,stage-163,163,1,,,missing
488,stage-163-2,リッチモンドホテル松本,まつもと市民芸術館 主ホール,stage-163,163,2,,,missing
489,stage-163-3,プレミアホテル-CABIN-松本,まつもと市民芸術館 主ホール,stage-163,163,3,,,missing
490,stage-164-1,ホテルメトロポリタン長野,ホクト文化ホール 大ホール,stage-164,164,1,,,missing
491,stage-164-2,長野東急REIホテル,ホクト文化ホール 大ホール,stage-164,164,2,,,missing
492,stage-164-3,チサングランド長野,ホクト文化ホール 大ホール,stage-164,164,3,,,missing
493,stage-165-1,西鉄ホテル クルーム名古屋,愛知県芸術劇場 大ホール,stage-165,165,1,,,missing
494,stage-165-2,ベッセルイン栄駅前,愛知県芸術劇場 大ホール,stage-165,165,2,,,missing
495,stage-165-3,ホテルマイステイズ名古屋錦,愛知県芸術劇場 大ホール,stage-165,165,3,,,missing
496,stage-166-1,リッチモンドホテル名古屋納屋橋,御園座,stage-166,166,1,,,missing
497,stage-166-2,ホテルJALシティ名古屋 錦,御園座,stage-166,166,2,,,missing
498,stage-166-3,名古屋クラウンホテル,御園座,stage-166,166,3,,,missing
499,stage-167-1,西鉄ホテル クルーム名古屋,中日ホール,stage-167,167,1,,,missing
500,stage-167-2,ベッセルイン栄駅前,中日ホール,stage-167,167,2,,,missing
501,stage-167-3,ホテルマイステイズ名古屋錦,中日ホール,stage-167,167,3,,,missing
502,stage-168-1,名古屋笠寺ホテル,COMTEC PORTBASE,stage-168,168,1,,,missing
503,stage-168-2,コンフォートホテル名古屋金山,COMTEC PORTBASE,stage-168,168,2,,,missing
504,stage-168-3,名鉄イン名古屋金山,COMTEC PORTBASE,stage-168,168,3,,,missing
505,stage-169-1,ANAクラウンプラザホテルグランコート名古屋,Niterra日本特殊陶業市民会館 フォレストホール,stage-169,169,1,,,missing
506,stage-169-2,コンフォートホテル名古屋金山,Niterra日本特殊陶業市民会館 フォレストホール,stage-169,169,2,,,missing
507,stage-169-3,名鉄イン名古屋金山,Niterra日本特殊陶業市民会館 フォレストホール,stage-169,169,3,,,missing
508,stage-170-1,西鉄ホテル クルーム名古屋,岡谷鋼機名古屋公会堂 大ホール,stage-170,170,1,,,missing
509,stage-170-2,ベッセルイン栄駅前,岡谷鋼機名古屋公会堂 大ホール,stage-170,170,2,,,missing
510,stage-170-3,ホテルマイステイズ名古屋錦,岡谷鋼機名古屋公会堂 大ホール,stage-170,170,3,,,missing
511,stage-171-1,西鉄ホテル クルーム名古屋,名古屋市青少年文化センター アートピアホール,stage-171,171,1,,,missing
512,stage-171-2,ベッセルイン栄駅前,名古屋市青少年文化センター アートピアホール,stage-171,171,2,,,missing
513,stage-171-3,ホテルマイステイズ名古屋錦,名古屋市青少年文化センター アートピアホール,stage-171,171,3,,,missing
514,stage-172-1,ホテルメルパルク名古屋,メニコン シアターAoi,stage-172,172,1,,,missing
515,stage-172-2,ホテルルートイン名古屋今池駅前,メニコン シアターAoi,stage-172,172,2,,,missing
516,stage-172-3,ホテルルブラ王山,メニコン シアターAoi,stage-172,172,3,,,missing
517,stage-173-1,ホテルアソシア豊橋,穂の国とよはし芸術劇場PLAT 主ホール,stage-173,173,1,,,missing
518,stage-173-2,コンフォートホテル豊橋,穂の国とよはし芸術劇場PLAT 主ホール,stage-173,173,2,,,missing
519,stage-173-3,東横INN豊橋駅東口,穂の国とよはし芸術劇場PLAT 主ホール,stage-173,173,3,,,missing
520,stage-174-1,ホテルアソシア豊橋,アイプラザ豊橋 講堂,stage-174,174,1,,,missing
521,stage-174-2,コンフォートホテル豊橋,アイプラザ豊橋 講堂,stage-174,174,2,,,missing
522,stage-174-3,東横INN豊橋駅東口,アイプラザ豊橋 講堂,stage-174,174,3,,,missing
523,stage-175-1,名鉄イン刈谷,刈谷市総合文化センター アイリス 大ホール,stage-175,175,1,,,missing
524,stage-175-2,コンフォートホテル刈谷,刈谷市総合文化センター アイリス 大ホール,stage-175,175,2,,,missing
525,stage-175-3,アクセスイン刈谷,刈谷市総合文化センター アイリス 大ホール,stage-175,175,3,,,missing
526,stage-176-1,ザ・カトーホテル,東海市芸術劇場 大ホール,stage-176,176,1,,,missing
527,stage-176-2,ルートイングランティア東海 Spa & Relaxation,東海市芸術劇場 大ホール,stage-176,176,2,,,missing
528,stage-176-3,東海シティホテル,東海市芸術劇場 大ホール,stage-176,176,3,,,missing
529,stage-177-1,ダイワロイネットホテル名古屋太閤通口,Zepp Nagoya,stage-177,177,1,,,missing
530,stage-177-2,ヴィアイン名古屋新幹線口,Zepp Nagoya,stage-177,177,2,,,missing
531,stage-177-3,名鉄イン名古屋駅前,Zepp Nagoya,stage-177,177,3,,,missing
532,stage-178-1,ダイワロイネットホテル岐阜,長良川国際会議場 メインホール,stage-178,178,1,,,missing
