no,id,hotel_name,venue_name,venue_id,venue_number,rank,rakuten_hotel_no,rakuten_url,rakuten_url_source,jalan_yad_no,jalan_url,jalan_url_source
235,stage-079-1,横浜桜木町ワシントンホテル,KT Zepp Yokohama,stage-079,79,1,,,missing,,,missing
236,stage-079-2,ニューオータニイン横浜プレミアム,KT Zepp Yokohama,stage-079,79,2,,,missing,,,missing
237,stage-079-3,相鉄フレッサイン 横浜桜木町,KT Zepp Yokohama,stage-079,79,3,,,missing,,,missing
238,stage-080-1,ホテルJALシティ関内 横浜,横浜BUNTAI,stage-080,80,1,,,missing,,,missing
239,stage-080-2,コンフォートホテル横浜関内,横浜BUNTAI,stage-080,80,2,,,missing,,,missing
240,stage-080-3,ダイワロイネットホテル横浜公園,横浜BUNTAI,stage-080,80,3,,,missing,,,missing
241,stage-081-1,ホテルJALシティ関内 横浜,関内ホール 大ホール,stage-081,81,1,,,missing,,,missing
242,stage-081-2,コンフォートホテル横浜関内,関内ホール 大ホール,stage-081,81,2,,,missing,,,missing
243,stage-081-3,ダイワロイネットホテル横浜公園,関内ホール 大ホール,stage-081,81,3,,,missing,,,missing
244,stage-082-1,ホテルJALシティ関内 横浜,関内ホール 小ホール,stage-082,82,1,,,missing,,,missing
245,stage-082-2,コンフォートホテル横浜関内,関内ホール 小ホール,stage-082,82,2,,,missing,,,missing
246,stage-082-3,ダイワロイネットホテル横浜公園,関内ホール 小ホール,stage-082,82,3,,,missing,,,missing
247,stage-083-1,横浜桜木町ワシントンホテル,横浜赤レンガ倉庫1号館 3Fホール,stage-083,83,1,,,missing,,,missing
248,stage-083-2,ニューオータニイン横浜プレミアム,横浜赤レンガ倉庫1号館 3Fホール,stage-083,83,2,,,missing,,,missing
249,stage-083-3,相鉄フレッサイン 横浜桜木町,横浜赤レンガ倉庫1号館 3Fホール,stage-083,83,3,,,missing,,,missing
250,stage-084-1,横浜桜木町ワシントンホテル,横浜ランドマークホール,stage-084,84,1,,,missing,,,missing
251,stage-084-2,ニューオータニイン横浜プレミアム,横浜ランドマークホール,stage-084,84,2,,,missing,,,missing
252,stage-084-3,相鉄フレッサイン 横浜桜木町,横浜ランドマークホール,stage-084,84,3,,,missing,,,missing
253,stage-085-1,メルキュール横須賀,横須賀芸術劇場,stage-085,85,1,,,missing,,,missing
254,stage-085-2,ホテルニューヨコスカ,横須賀芸術劇場,stage-085,85,2,,,missing,,,missing
255,stage-085-3,セントラルホテル横須賀,横須賀芸術劇場,stage-085,85,3,,,missing,,,missing
256,stage-086-1,メルキュール横須賀,ヨコスカ・ベイサイド・ポケット,stage-086,86,1,,,missing,,,missing
257,stage-086-2,ホテルニューヨコスカ,ヨコスカ・ベイサイド・ポケット,stage-086,86,2,,,missing,,,missing
258,stage-086-3,セントラルホテル横須賀,ヨコスカ・ベイサイド・ポケット,stage-086,86,3,,,missing,,,missing
259,stage-087-1,川崎日航ホテル,カルッツかわさき ホール,stage-087,87,1,,,missing,,,missing
260,stage-087-2,JR東日本ホテルメッツ 川崎,カルッツかわさき ホール,stage-087,87,2,,,missing,,,missing
261,stage-087-3,相鉄フレッサイン 川崎駅東口,カルッツかわさき ホール,stage-087,87,3,,,missing,,,missing
262,stage-088-1,川崎日航ホテル,CLUB CITTA',stage-088,88,1,,,missing,,,missing
263,stage-088-2,JR東日本ホテルメッツ 川崎,CLUB CITTA',stage-088,88,2,,,missing,,,missing
264,stage-088-3,相鉄フレッサイン 川崎駅東口,CLUB CITTA',stage-088,88,3,,,missing,,,missing
265,stage-089-1,ホテルモリノ新百合丘,川崎市アートセンター アルテリオ小劇場,stage-089,89,1,,,missing,,,missing
266,stage-089-2,ホテルリソル町田,川崎市アートセンター アルテリオ小劇場,stage-089,89,2,,,missing,,,missing
267,stage-089-3,レンブラントホテル東京町田,川崎市アートセンター アルテリオ小劇場,stage-089,89,3,,,missing,,,missing
268,stage-090-1,小田急ホテルセンチュリー相模大野,相模女子大学グリーンホール 大ホール,stage-090,90,1,,,missing,,,missing
269,stage-090-2,ホテルクラウンヒルズ相模原,相模女子大学グリーンホール 大ホール,stage-090,90,2,,,missing,,,missing
270,stage-090-3,ホテルウィングインターナショナル相模原,相模女子大学グリーンホール 大ホール,stage-090,90,3,,,missing,,,missing
271,stage-091-1,アパホテル〈相模原 橋本駅前〉,杜のホールはしもと ホール,stage-091,91,1,,,missing,,,missing
272,stage-091-2,アイホテル橋本,杜のホールはしもと ホール,stage-091,91,2,,,missing,,,missing
273,stage-091-3,橋本パークホテル,杜のホールはしもと ホール,stage-091,91,3,,,missing,,,missing
274,stage-092-1,相鉄フレッサイン 鎌倉大船駅笠間口,鎌倉芸術館 大ホール,stage-092,92,1,,,missing,,,missing
275,stage-092-2,相鉄フレッサイン 鎌倉大船駅東口,鎌倉芸術館 大ホール,stage-092,92,2,,,missing,,,missing
276,stage-092-3,JR東日本ホテルメッツ かまくら大船,鎌倉芸術館 大ホール,stage-092,92,3,,,missing,,,missing
277,stage-093-1,東横INN小田原駅東口,小田原三の丸ホール 大ホール,stage-093,93,1,,,missing,,,missing
278,stage-093-2,天成園 小田原駅 別館,小田原三の丸ホール 大ホール,stage-093,93,2,,,missing,,,missing
279,stage-093-3,小田原ターミナルホテル,小田原三の丸ホール 大ホール,stage-093,93,3,,,missing,,,missing
280,stage-094-1,東横INN湘南平塚駅北口1,ひらしん平塚文化芸術ホール 大ホール,stage-094,94,1,,,missing,,,missing
281,stage-094-2,東横INN湘南平塚駅北口2,ひらしん平塚文化芸術ホール 大ホール,stage-094,94,2,,,missing,,,missing
282,stage-094-3,3S HOTEL HIRATSUKA,ひらしん平塚文化芸術ホール 大ホール,stage-094,94,3,,,missing,,,missing
283,stage-095-1,日和ホテル舞浜,舞浜アンフィシアター,stage-095,95,1,,,missing,,,missing
284,stage-095-2,ホテルマイステイズ舞浜,舞浜アンフィシアター,stage-095,95,2,,,missing,,,missing
285,stage-095-3,変なホテル舞浜 東京ベイ,舞浜アンフィシアター,stage-095,95,3,,,missing,,,missing
286,stage-096-1,アパホテル&リゾート〈東京ベイ幕張〉,幕張メッセ 幕張イベントホール,stage-096,96,1,,,missing,,,missing
287,stage-096-2,ホテルスプリングス幕張プレミア,幕張メッセ 幕張イベントホール,stage-096,96,2,,,missing,,,missing
288,stage-096-3,ホテルフランクス,幕張メッセ 幕張イベントホール,stage-096,96,3,,,missing,,,missing
289,stage-097-1,市川グランドホテル,市川市文化会館 大ホール,stage-097,97,1,,,missing,,,missing
290,stage-097-2,スーパーホテル東西線・市川・妙典駅前,市川市文化会館 大ホール,stage-097,97,2,,,missing,,,missing
291,stage-097-3,東横INN西船橋原木インター,市川市文化会館 大ホール,stage-097,97,3,,,missing,,,missing
292,stage-098-1,東横INN松戸駅東口,森のホール21 大ホール,stage-098,98,1,,,missing,,,missing
293,stage-098-2,ホテルルートイン北松戸駅前,森のホール21 大ホール,stage-098,98,2,,,missing,,,missing
294,stage-098-3,新松戸ステーションホテル,森のホール21 大ホール,stage-098,98,3,,,missing,,,missing
295,stage-099-1,ダイワロイネットホテル千葉中央,千葉県文化会館 大ホール,stage-099,99,1,,,missing,,,missing
296,stage-099-2,京成ホテルミラマーレ,千葉県文化会館 大ホール,stage-099,99,2,,,missing,,,missing
297,stage-099-3,アパホテル〈千葉中央駅前〉,千葉県文化会館 大ホール,stage-099,99,3,,,missing,,,missing
298,stage-100-1,ダイワロイネットホテル千葉中央,千葉市民会館 大ホール,stage-100,100,1,,,missing,,,missing
299,stage-100-2,京成ホテルミラマーレ,千葉市民会館 大ホール,stage-100,100,2,,,missing,,,missing
300,stage-100-3,アパホテル〈千葉中央駅前〉,千葉市民会館 大ホール,stage-100,100,3,,,missing,,,missing
301,stage-101-1,ダイワロイネットホテル千葉中央,青葉の森公園芸術文化ホール,stage-101,101,1,,,missing,,,missing
302,stage-101-2,京成ホテルミラマーレ,青葉の森公園芸術文化ホール,stage-101,101,2,,,missing,,,missing
303,stage-101-3,アパホテル〈千葉中央駅前〉,青葉の森公園芸術文化ホール,stage-101,101,3,,,missing,,,missing
304,stage-102-1,浦安サンホテル,浦安市文化会館 大ホール,stage-102,102,1,,,missing,,,missing
305,stage-102-2,BAY HOTEL 浦安駅前,浦安市文化会館 大ホール,stage-102,102,2,,,missing,,,missing
306,stage-102-3,マイステイズ新浦安コンファレンスセンター,浦安市文化会館 大ホール,stage-102,102,3,,,missing,,,missing
307,stage-103-1,相鉄フレッサイン 千葉柏,柏市民文化会館 大ホール,stage-103,103,1,,,missing,,,missing
308,stage-103-2,ザ・クレストホテル柏,柏市民文化会館 大ホール,stage-103,103,2,,,missing,,,missing
309,stage-103-3,東横INN柏駅西口,柏市民文化会館 大ホール,stage-103,103,3,,,missing,,,missing
310,stage-104-1,JR東日本ホテルメッツ 船橋,船橋市民文化ホール,stage-104,104,1,,,missing,,,missing
311,stage-104-2,ホテルフローラ船橋,船橋市民文化ホール,stage-104,104,2,,,missing,,,missing
312,stage-104-3,X wave 船橋,船橋市民文化ホール,stage-104,104,3,,,missing,,,missing
313,stage-105-1,パレスホテル大宮,大宮ソニックシティ 大ホール,stage-105,105,1,,,missing,,,missing
314,stage-105-2,ダイワロイネットホテル大宮西口,大宮ソニックシティ 大ホール,stage-105,105,2,,,missing,,,missing
315,stage-105-3,カンデオホテルズ大宮,大宮ソニックシティ 大ホール,stage-105,105,3,,,missing,,,missing
316,stage-106-1,パレスホテル大宮,RaiBoC Hall(さいたま市民会館おおみや)大ホール,stage-106,106,1,,,missing,,,missing
317,stage-106-2,ダイワロイネットホテル大宮西口,RaiBoC Hall(さいたま市民会館おおみや)大ホール,stage-106,106,2,,,missing,,,missing
318,stage-106-3,カンデオホテルズ大宮,RaiBoC Hall(さいたま市民会館おおみや)大ホール,stage-106,106,3,,,missing,,,missing
319,stage-107-1,ホテルニュー埼玉,さいたま市文化センター 大ホール,stage-107,107,1,,,missing,,,missing
320,stage-107-2,JR東日本ホテルメッツ 浦和,さいたま市文化センター 大ホール,stage-107,107,2,,,missing,,,missing
321,stage-107-3,浦和ワシントンホテル,さいたま市文化センター 大ホール,stage-107,107,3,,,missing,,,missing
322,stage-108-1,東横INNさいたま新都心,彩の国さいたま芸術劇場 大ホール,stage-108,108,1,,,missing,,,missing
323,stage-108-2,ホテルメトロポリタンさいたま新都心,彩の国さいたま芸術劇場 大ホール,stage-108,108,2,,,missing,,,missing
324,stage-108-3,アパホテル〈さいたま新都心駅北〉,彩の国さいたま芸術劇場 大ホール,stage-108,108,3,,,missing,,,missing
325,stage-109-1,東横INNさいたま新都心,彩の国さいたま芸術劇場 小ホール,stage-109,109,1,,,missing,,,missing
326,stage-109-2,ホテルメトロポリタンさいたま新都心,彩の国さいたま芸術劇場 小ホール,stage-109,109,2,,,missing,,,missing
327,stage-109-3,アパホテル〈さいたま新都心駅北〉,彩の国さいたま芸術劇場 小ホール,stage-109,109,3,,,missing,,,missing
328,stage-110-1,JR東日本ホテルメッツ 浦和,埼玉会館 大ホール,stage-110,110,1,,,missing,,,missing
329,stage-110-2,浦和ワシントンホテル,埼玉会館 大ホール,stage-110,110,2,,,missing,,,missing
330,stage-110-3,ロイヤルパインズホテル浦和,埼玉会館 大ホール,stage-110,110,3,,,missing,,,missing
331,stage-111-1,東横INN北戸田駅東口,戸田市文化会館,stage-111,111,1,,,missing,,,missing
332,stage-111-2,東横INN西川口駅,戸田市文化会館,stage-111,111,2,,,missing,,,missing
333,stage-111-3,西川口ステーションホテル ステイラウンジ,戸田市文化会館,stage-111,111,3,,,missing,,,missing
334,stage-112-1,和光市東武ホテル,和光市民文化センター サンアゼリア 大ホール,stage-112,112,1,,,missing,,,missing
335,stage-112-2,東横INN北朝霞駅西口,和光市民文化センター サンアゼリア 大ホール,stage-112,112,2,,,missing,,,missing
336,stage-112-3,スマイルホテル北朝霞,和光市民文化センター サンアゼリア 大ホール,stage-112,112,3,,,missing,,,missing
337,stage-113-1,川越東武ホテル,ウェスタ川越 大ホール,stage-113,113,1,,,missing,,,missing
338,stage-113-2,川越プリンスホテル,ウェスタ川越 大ホール,stage-113,113,2,,,missing,,,missing
339,stage-113-3,スーパーホテル埼玉・川越,ウェスタ川越 大ホール,stage-113,113,3,,,missing,,,missing
340,stage-114-1,東横INN三郷中央駅前,三郷市文化会館 大ホール,stage-114,114,1,,,missing,,,missing
341,stage-114-2,ホテルサンクローバー三郷,三郷市文化会館 大ホール,stage-114,114,2,,,missing,,,missing
342,stage-114-3,東横INN八潮駅前,三郷市文化会館 大ホール,stage-114,114,3,,,missing,,,missing
343,stage-115-1,所沢パークホテル,所沢市民文化センター ミューズ マーキーホール,stage-115,115,1,,,missing,,,missing
344,stage-115-2,久米川ウィングホテル,所沢市民文化センター ミューズ マーキーホール,stage-115,115,2,,,missing,,,missing
345,stage-115-3,ビジネスホテル マーキュリー,所沢市民文化センター ミューズ マーキーホール,stage-115,115,3,,,missing,,,missing
346,stage-116-1,所沢パークホテル,ところざわサクラタウン ジャパンパビリオン ホールA,stage-116,116,1,,,missing,,,missing
347,stage-116-2,久米川ウィングホテル,ところざわサクラタウン ジャパンパビリオン ホールA,stage-116,116,2,,,missing,,,missing
348,stage-116-3,ビジネスホテル マーキュリー,ところざわサクラタウン ジャパンパビリオン ホールA,stage-116,116,3,,,missing,,,missing
349,stage-117-1,ダイワロイネットホテル水戸,水戸市民会館 グロービスホール,stage-117,117,1,,,missing,,,missing
350,stage-117-2,JR東日本ホテルメッツ 水戸,水戸市民会館 グロービスホール,stage-117,117,2,,,missing,,,missing
351,stage-117-3,水戸京成ホテル,水戸市民会館 グロービスホール,stage-117,117,3,,,missing,,,missing
352,stage-118-1,ダイワロイネットホテル水戸,ザ・ヒロサワ・シティ会館 大ホール,stage-118,118,1,,,missing,,,missing
353,stage-118-2,JR東日本ホテルメッツ 水戸,ザ・ヒロサワ・シティ会館 大ホール,stage-118,118,2,,,missing,,,missing
354,stage-118-3,水戸京成ホテル,ザ・ヒロサワ・シティ会館 大ホール,stage-118,118,3,,,missing,,,missing
355,stage-119-1,ダイワロイネットホテルつくば,ノバホール,stage-119,119,1,,,missing,,,missing
356,stage-119-2,ホテル日航つくば,ノバホール,stage-119,119,2,,,missing,,,missing
357,stage-119-3,ホテルJALシティつくば,ノバホール,stage-119,119,3,,,missing,,,missing
358,stage-120-1,JR東日本ホテルメッツ 宇都宮,宇都宮市文化会館 大ホール,stage-120,120,1,,,missing,,,missing
359,stage-120-2,ダイワロイネットホテル宇都宮,宇都宮市文化会館 大ホール,stage-120,120,2,,,missing,,,missing
360,stage-120-3,リッチモンドホテル宇都宮駅前,宇都宮市文化会館 大ホール,stage-120,120,3,,,missing,,,missing
361,stage-121-1,JR東日本ホテルメッツ 宇都宮,栃木県総合文化センター メインホール,stage-121,121,1,,,missing,,,missing
362,stage-121-2,ダイワロイネットホテル宇都宮,栃木県総合文化センター メインホール,stage-121,121,2,,,missing,,,missing
363,stage-121-3,リッチモンドホテル宇都宮駅前,栃木県総合文化センター メインホール,stage-121,121,3,,,missing,,,missing
364,stage-122-1,ホテルメトロポリタン高崎,高崎芸術劇場 大劇場,stage-122,122,1,,,missing,,,missing
365,stage-122-2,ホテルココ・グラン高崎,高崎芸術劇場 大劇場,stage-122,122,2,,,missing,,,missing
366,stage-122-3,アパホテル〈高崎駅前〉,高崎芸術劇場 大劇場,stage-122,122,3,,,missing,,,missing
367,stage-123-1,天然温泉 妙義の湯 ドーミーイン前橋,昌賢学園まえばしホール 大ホール,stage-123,123,1,,,missing,,,missing
368,stage-123-2,コンフォートホテル前橋,昌賢学園まえばしホール 大ホール,stage-123,123,2,,,missing,,,missing
369,stage-123-3,アパホテル〈前橋駅北〉,昌賢学園まえばしホール 大ホール,stage-123,123,3,,,missing,,,missing
370,stage-124-1,東横INN群馬太田駅南口,太田市民会館 ホール,stage-124,124,1,,,missing,,,missing
371,stage-124-2,ホテルルートインGrand太田駅前,太田市民会館 ホール,stage-124,124,2,,,missing,,,missing
372,stage-124-3,太田グランドホテル,太田市民会館 ホール,stage-124,124,3,,,missing,,,missing
373,stage-125-1,東横INN桐生駅南口,美喜仁桐生文化会館 シルクホール,stage-125,125,1,,,missing,,,missing
374,stage-125-2,エースホテル,美喜仁桐生文化会館 シルクホール,stage-125,125,2,,,missing,,,missing
375,stage-125-3,パークイン桐生,美喜仁桐生文化会館 シルクホール,stage-125,125,3,,,missing,,,missing
376,stage-126-1,JRイン札幌北2条,札幌文化芸術劇場 hitaru,stage-126,126,1,,,missing,,,missing
377,stage-126-2,ザ ノット 札幌,札幌文化芸術劇場 hitaru,stage-126,126,2,,,missing,,,missing
378,stage-126-3,札幌ビューホテル大通公園,札幌文化芸術劇場 hitaru,stage-126,126,3,,,missing,,,missing
379,stage-127-1,JRイン札幌北2条,カナモトホール(札幌市民ホール),stage-127,127,1,,,missing,,,missing
380,stage-127-2,ザ ノット 札幌,カナモトホール(札幌市民ホール),stage-127,127,2,,,missing,,,missing
381,stage-127-3,札幌ビューホテル大通公園,カナモトホール(札幌市民ホール),stage-127,127,3,,,missing,,,missing
382,stage-128-1,JRイン札幌北2条,札幌市教育文化会館 大ホール,stage-128,128,1,,,missing,,,missing
383,stage-128-2,ザ ノット 札幌,札幌市教育文化会館 大ホール,stage-128,128,2,,,missing,,,missing
384,stage-128-3,札幌ビューホテル大通公園,札幌市教育文化会館 大ホール,stage-128,128,3,,,missing,,,missing
385,stage-129-1,JRイン札幌北2条,共済ホール,stage-129,129,1,,,missing,,,missing
386,stage-129-2,ザ ノット 札幌,共済ホール,stage-129,129,2,,,missing,,,missing
387,stage-129-3,札幌ビューホテル大通公園,共済ホール,stage-129,129,3,,,missing,,,missing
388,stage-130-1,ベッセルイン札幌中島公園,Zepp Sapporo,stage-130,130,1,,,missing,,,missing
389,stage-130-2,イビススタイルズ札幌,Zepp Sapporo,stage-130,130,2,,,missing,,,missing
390,stage-130-3,ホテルマイステイズ札幌中島公園,Zepp Sapporo,stage-130,130,3,,,missing,,,missing
391,stage-131-1,JRイン旭川,旭川市民文化会館 大ホール,stage-131,131,1,,,missing,,,missing
392,stage-131-2,ホテルウィングインターナショナル旭川駅前,旭川市民文化会館 大ホール,stage-131,131,2,,,missing,,,missing
393,stage-131-3,ワイズホテル旭川駅前,旭川市民文化会館 大ホール,stage-131,131,3,,,missing,,,missing
394,stage-132-1,JRイン函館,函館市民会館 大ホール,stage-132,132,1,,,missing,,,missing
395,stage-132-2,プレミアホテル-CABIN PRESIDENT-函館,函館市民会館 大ホール,stage-132,132,2,,,missing,,,missing
396,stage-132-3,東横INN北海道函館駅前朝市,函館市民会館 大ホール,stage-132,132,3,,,missing,,,missing
397,stage-133-1,JRイン帯広,帯広市民文化ホール 大ホール,stage-133,133,1,,,missing,,,missing
398,stage-133-2,リッチモンドホテル帯広駅前,帯広市民文化ホール 大ホール,stage-133,133,2,,,missing,,,missing
399,stage-133-3,ホテルグランテラス帯広,帯広市民文化ホール 大ホール,stage-133,133,3,,,missing,,,missing
400,stage-134-1,ANAクラウンプラザホテル釧路,コーチャンフォー釧路文化ホール 大ホール,stage-134,134,1,,,missing,,,missing
401,stage-134-2,コンフォートホテル釧路,コーチャンフォー釧路文化ホール 大ホール,stage-134,134,2,,,missing,,,missing
402,stage-134-3,スーパーホテル釧路駅前,コーチャンフォー釧路文化ホール 大ホール,stage-134,134,3,,,missing,,,missing
403,stage-135-1,ホテルJALシティ仙台,仙台サンプラザホール,stage-135,135,1,,,missing,,,missing
404,stage-135-2,ダイワロイネットホテル仙台西口 PREMIER,仙台サンプラザホール,stage-135,135,2,,,missing,,,missing
405,stage-135-3,コンフォートホテル仙台西口,仙台サンプラザホール,stage-135,135,3,,,missing,,,missing
406,stage-136-1,ホテル定禅寺,東京エレクトロンホール宮城,stage-136,136,1,,,missing,,,missing
407,stage-136-2,アパホテル〈仙台勾当台公園〉,東京エレクトロンホール宮城,stage-136,136,2,,,missing,,,missing
408,stage-136-3,ホテルプレミアムグリーンソブリン,東京エレクトロンホール宮城,stage-136,136,3,,,missing,,,missing
409,stage-137-1,仙台ロイヤルパークホテル,仙台銀行ホール イズミティ21 大ホール,stage-137,137,1,,,missing,,,missing
410,stage-137-2,ホテルルートイン仙台泉インター,仙台銀行ホール イズミティ21 大ホール,stage-137,137,2,,,missing,,,missing
411,stage-137-3,スマイルホテル仙台泉インター,仙台銀行ホール イズミティ21 大ホール,stage-137,137,3,,,missing,,,missing
412,stage-138-1,ホテル定禅寺,電力ホール,stage-138,138,1,,,missing,,,missing
413,stage-138-2,アパホテル〈仙台勾当台公園〉,電力ホール,stage-138,138,2,,,missing,,,missing
414,stage-138-3,ホテルプレミアムグリーンソブリン,電力ホール,stage-138,138,3,,,missing,,,missing
415,stage-139-1,ホテルグリーンシティ,日立システムズホール仙台 シアターホール,stage-139,139,1,,,missing,,,missing
416,stage-139-2,アパホテル〈仙台勾当台公園〉,日立システムズホール仙台 シアターホール,stage-139,139,2,,,missing,,,missing
417,stage-139-3,ホテル定禅寺,日立システムズホール仙台 シアターホール,stage-139,139,3,,,missing,,,missing
418,stage-140-1,ダイワロイネットホテル郡山駅前,けんしん郡山文化センター 大ホール,stage-140,140,1,,,missing,,,missing
419,stage-140-2,ホテルグローバルビュー郡山,けんしん郡山文化センター 大ホール,stage-140,140,2,,,missing,,,missing
420,stage-140-3,コンフォートホテル郡山,けんしん郡山文化センター 大ホール,stage-140,140,3,,,missing,,,missing
421,stage-141-1,ホテルルートインいわき駅前,いわき芸術文化交流館アリオス アルパイン大ホール,stage-141,141,1,,,missing,,,missing
422,stage-141-2,東横INNいわき駅前,いわき芸術文化交流館アリオス アルパイン大ホール,stage-141,141,2,,,missing,,,missing
423,stage-141-3,サンライズインいわき,いわき芸術文化交流館アリオス アルパイン大ホール,stage-141,141,3,,,missing,,,missing
424,stage-142-1,リッチモンドホテル秋田駅前,あきた芸術劇場ミルハス 大ホール,stage-142,142,1,,,missing,,,missing
425,stage-142-2,ホテルメトロポリタン秋田,あきた芸術劇場ミルハス 大ホール,stage-142,142,2,,,missing,,,missing
426,stage-142-3,ANAクラウンプラザホテル秋田,あきた芸術劇場ミルハス 大ホール,stage-142,142,3,,,missing,,,missing
427,stage-143-1,リッチモンドホテル盛岡駅前,盛岡市民文化ホール 大ホール,stage-143,143,1,,,missing,,,missing
428,stage-143-2,ダイワロイネットホテル盛岡駅前,盛岡市民文化ホール 大ホール,stage-143,143,2,,,missing,,,missing
429,stage-143-3,ホテルメトロポリタン盛岡 NEW WING,盛岡市民文化ホール 大ホール,stage-143,143,3,,,missing,,,missing
430,stage-144-1,リッチモンドホテル盛岡駅前,トーサイクラシックホール岩手 大ホール,stage-144,144,1,,,missing,,,missing
431,stage-144-2,ダイワロイネットホテル盛岡駅前,トーサイクラシックホール岩手 大ホール,stage-144,144,2,,,missing,,,missing
432,stage-144-3,ホテルメトロポリタン盛岡 NEW WING,トーサイクラシックホール岩手 大ホール,stage-144,144,3,,,missing,,,missing
433,stage-145-1,ダイワロイネットホテル青森,リンクステーションホール青森,stage-145,145,1,,,missing,,,missing
434,stage-145-2,ホテルJALシティ青森,リンクステーションホール青森,stage-145,145,2,,,missing,,,missing
435,stage-145-3,リッチモンドホテル青森,リンクステーションホール青森,stage-145,145,3,,,missing,,,missing
436,stage-146-1,ダイワロイネットホテル山形駅前,やまぎん県民ホール 大ホール,stage-146,146,1,,,missing,,,missing
437,stage-146-2,ホテルメトロポリタン山形,やまぎん県民ホール 大ホール,stage-146,146,2,,,missing,,,missing
438,stage-146-3,コンフォートホテル山形,やまぎん県民ホール 大ホール,stage-146,146,3,,,missing,,,missing
439,stage-147-1,ホテルフォルクローロ高畠,シェルターなんようホール 大ホール,stage-147,147,1,,,missing,,,missing
440,stage-147-2,ホテルモントビュー米沢,シェルターなんようホール 大ホール,stage-147,147,2,,,missing,,,missing
441,stage-147-3,東横INN米沢駅前,シェルターなんようホール 大ホール,stage-147,147,3,,,missing,,,missing
442,stage-148-1,ホテル日航新潟,新潟県民会館 大ホール,stage-148,148,1,,,missing,,,missing
443,stage-148-2,アパホテル&リゾート〈新潟駅前大通〉,新潟県民会館 大ホール,stage-148,148,2,,,missing,,,missing
444,stage-148-3,JR東日本ホテルメッツ 新潟,新潟県民会館 大ホール,stage-148,148,3,,,missing,,,missing
445,stage-149-1,ホテル日航新潟,りゅーとぴあ 新潟市民芸術文化会館 劇場,stage-149,149,1,,,missing,,,missing
446,stage-149-2,アパホテル&リゾート〈新潟駅前大通〉,りゅーとぴあ 新潟市民芸術文化会館 劇場,stage-149,149,2,,,missing,,,missing
447,stage-149-3,JR東日本ホテルメッツ 新潟,りゅーとぴあ 新潟市民芸術文化会館 劇場,stage-149,149,3,,,missing,,,missing
448,stage-150-1,ホテル日航新潟,新潟テルサ,stage-150,150,1,,,missing,,,missing
449,stage-150-2,アパホテル&リゾート〈新潟駅前大通〉,新潟テルサ,stage-150,150,2,,,missing,,,missing
450,stage-150-3,JR東日本ホテルメッツ 新潟,新潟テルサ,stage-150,150,3,,,missing,,,missing
451,stage-151-1,ホテルニューオータニ長岡,長岡市立劇場 大ホール,stage-151,151,1,,,missing,,,missing
452,stage-151-2,JR東日本ホテルメッツ 長岡,長岡市立劇場 大ホール,stage-151,151,2,,,missing,,,missing
453,stage-151-3,ホテル法華クラブ新潟長岡,長岡市立劇場 大ホール,stage-151,151,3,,,missing,,,missing
454,stage-152-1,ダイワロイネットホテル富山駅前,オーバード・ホール 大ホール,stage-152,152,1,,,missing,,,missing
455,stage-152-2,ホテルJALシティ富山,オーバード・ホール 大ホール,stage-152,152,2,,,missing,,,missing
456,stage-152-3,富山エクセルホテル東急,オーバード・ホール 大ホール,stage-152,152,3,,,missing,,,missing
457,stage-153-1,ダイワロイネットホテル富山駅前,オーバード・ホール 中ホール,stage-153,153,1,,,missing,,,missing
458,stage-153-2,ホテルJALシティ富山,オーバード・ホール 中ホール,stage-153,153,2,,,missing,,,missing
459,stage-153-3,富山エクセルホテル東急,オーバード・ホール 中ホール,stage-153,153,3,,,missing,,,missing
460,stage-154-1,ダイワロイネットホテル富山駅前,富山県民会館 ホール,stage-154,154,1,,,missing,,,missing
461,stage-154-2,ホテルJALシティ富山,富山県民会館 ホール,stage-154,154,2,,,missing,,,missing
462,stage-154-3,富山エクセルホテル東急,富山県民会館 ホール,stage-154,154,3,,,missing,,,missing
463,stage-155-1,ホテルフォルツァ金沢,本多の森 北電ホール,stage-155,155,1,,,missing,,,missing
464,stage-155-2,三井ガーデンホテル金沢,本多の森 北電ホール,stage-155,155,2,,,missing,,,missing
465,stage-155-3,東急ステイ金沢,本多の森 北電ホール,stage-155,155,3,,,missing,,,missing
466,stage-156-1,ホテルフォルツァ金沢,金沢歌劇座,stage-156,156,1,,,missing,,,missing
467,stage-156-2,三井ガーデンホテル金沢,金沢歌劇座,stage-156,156,2,,,missing,,,missing
468,stage-156-3,東急ステイ金沢,金沢歌劇座,stage-156,156,3,,,missing,,,missing
469,stage-157-1,ホテルフォルツァ金沢,北國新聞赤羽ホール,stage-157,157,1,,,missing,,,missing
470,stage-157-2,三井ガーデンホテル金沢,北國新聞赤羽ホール,stage-157,157,2,,,missing,,,missing
471,stage-157-3,東急ステイ金沢,北國新聞赤羽ホール,stage-157,157,3,,,missing,,,missing
472,stage-158-1,コートヤード・バイ・マリオット福井,フェニックス・プラザ エルピス大ホール,stage-158,158,1,,,missing,,,missing
473,stage-158-2,ホテルフジタ福井,フェニックス・プラザ エルピス大ホール,stage-158,158,2,,,missing,,,missing
474,stage-158-3,ドーミーインPREMIUM福井,フェニックス・プラザ エルピス大ホール,stage-158,158,3,,,missing,,,missing
